"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","15,623,000","2,680,000","12,943,000","0","20,000","-20,000","6,110,000","0","140,000","-140,000","31,123,000","24,873,000","6,250,000","19,033,000",
="00633L","富邦上証正2     ","4,822,000","1,291,000","3,531,000","0","0","0","8,351,000","1,095,000","1,472,000","-377,000","13,749,000","5,021,000","8,728,000","11,882,000",
="0050","元大台灣50      ","8,877,000","887,000","7,990,000","0","0","0","-2,406,000","392,000","3,679,000","-3,287,000","3,930,000","3,049,000","881,000","5,584,000",
="00686R","群益臺灣加權反1 ","253,000","0","253,000","0","0","0","2,864,000","0","0","0","4,145,000","1,281,000","2,864,000","3,117,000",
="0056","元大高股息      ","0","0","0","0","0","0","2,862,000","0","0","0","2,862,000","0","2,862,000","2,862,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","2,384,000","0","0","0","2,763,000","379,000","2,384,000","2,384,000",
="00639","富邦深100       ","1,422,000","574,000","848,000","0","0","0","1,102,000","1,190,000","160,000","1,030,000","1,230,000","1,158,000","72,000","1,950,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","1,749,000","940,000","150,000","790,000","1,300,000","341,000","959,000","1,749,000",
="00631L","元大台灣50正2   ","460,000","0","460,000","0","443,000","-443,000","1,554,000","19,000","0","19,000","2,663,000","1,128,000","1,535,000","1,571,000",
="00643","群益深証中小    ","0","0","0","0","0","0","1,041,000","610,000","0","610,000","1,112,000","681,000","431,000","1,041,000",
="00663L","國泰臺灣加權正2 ","374,000","0","374,000","0","114,000","-114,000","709,000","0","0","0","2,925,000","2,216,000","709,000","969,000",
="006205","富邦上証        ","0","111,000","-111,000","0","0","0","1,057,000","525,000","0","525,000","1,459,000","927,000","532,000","946,000",
="00648R","元大S&P500反1   ","611,000","0","611,000","0","0","0","267,000","0","0","0","334,000","67,000","267,000","878,000",
="00665L","富邦H股正2      ","627,000","30,000","597,000","0","0","0","14,000","0","0","0","870,000","856,000","14,000","611,000",
="00673R","元大S&P原油反1  ","268,000","0","268,000","0","0","0","242,000","0","0","0","515,000","273,000","242,000","510,000",
="00664R","國泰臺灣加權反1 ","482,000","0","482,000","0","0","0","-133,000","400,000","950,000","-550,000","3,916,000","3,499,000","417,000","349,000",
="00699R","元大美債7-10反1 ","0","0","0","0","0","0","303,000","0","0","0","303,000","0","303,000","303,000",
="00698L","元大美債7-10正2 ","0","0","0","0","0","0","271,000","0","0","0","271,000","0","271,000","271,000",
="00669R","國泰美國道瓊反1 ","59,000","0","59,000","0","0","0","202,000","0","0","0","202,000","0","202,000","261,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","254,000","0","0","0","254,000","0","254,000","254,000",
="00641R","富邦日本反1     ","76,000","0","76,000","0","0","0","166,000","184,000","0","184,000","196,000","214,000","-18,000","242,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","239,000","0","0","0","588,000","349,000","239,000","239,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","193,000","0","0","0","467,000","274,000","193,000","193,000",
="0054","元大台商50      ","0","5,000","-5,000","0","0","0","198,000","0","0","0","198,000","0","198,000","193,000",
="00676R","富邦臺灣加權反1 ","955,000","0","955,000","0","0","0","-768,000","100,000","455,000","-355,000","5,330,000","5,743,000","-413,000","187,000",
="00683L","元大美元指數正2 ","117,000","40,000","77,000","0","0","0","40,000","0","0","0","60,000","20,000","40,000","117,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","88,000","0","0","0","1,075,000","987,000","88,000","88,000",
="00674R","元大S&P黃金反1  ","9,000","0","9,000","0","0","0","73,000","0","0","0","73,000","0","73,000","82,000",
