"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","4,242,000","1,000","4,241,000","0","0","0","2,208,000","1,684,000","524,000","5,401,000",
="006205","富邦上証        ","0","0","0","0","93,000","-93,000","5,644,000","3,937,000","1,707,000","2,137,000",
="0055","元大MSCI金融    ","168,000","0","168,000","0","0","0","288,000","288,000","0","456,000",
="0053","元大電子        ","9,000","0","9,000","0","0","0","31,000","31,000","0","40,000",
="0054","元大台商50      ","5,000","0","5,000","0","0","0","10,000","10,000","0","15,000",
="0058","富邦發達        ","38,000","0","38,000","0","0","0","23,000","0","23,000","15,000",
="0057","富邦摩台        ","0","0","0","0","0","0","136,000","71,000","65,000","6,000",
="0052","富邦科技        ","19,000","0","19,000","0","0","0","18,000","1,000","17,000","3,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0059","富邦金融        ","44,000","0","44,000","0","0","0","44,000","0","44,000","0",
="0061","元大寶滬深      ","0","971,000","-971,000","0","0","0","2,669,000","1,816,000","853,000","-8,000",
="0056","元大高股息      ","0","0","0","0","0","0","44,000","12,000","32,000","-20,000",
="0051","元大中型100     ","1,000","23,000","-22,000","0","0","0","0","0","0","-22,000",
="006207","FH滬深          ","4,000","0","4,000","0","67,000","-67,000","393,000","152,000","241,000","-152,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","670,000","22,000","648,000","-626,000",
="006206","元大上證50      ","0","0","0","0","0","0","4,784,000","2,058,000","2,726,000","-668,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
