"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","18,098,000","3,984,000","14,114,000","0","0","0","0","0","0","16,906,000","480,000","700,000","-220,000","33,575,000","16,449,000","17,126,000","31,020,000",
"2344","華邦電          ","26,176,500","6,651,452","19,525,048","0","0","0","0","0","0","-2,112,000","328,000","750,000","-422,000","1,962,000","3,652,000","-1,690,000","17,413,048",
"2448","晶電            ","11,871,000","4,920,000","6,951,000","0","0","0","1,757,000","2,000,000","-243,000","7,235,000","2,258,000","687,000","1,571,000","6,578,000","914,000","5,664,000","13,943,000",
"2890","永豐金          ","12,210,000","1,475,445","10,734,555","0","0","0","634,000","0","634,000","-756,000","4,000","49,000","-45,000","10,000","721,000","-711,000","10,612,555",
"2885","元大金          ","19,244,000","9,244,000","10,000,000","0","0","0","0","0","0","552,989","1,000","0","1,000","1,099,989","548,000","551,989","10,552,989",
"2884","玉山金          ","14,513,000","4,166,284","10,346,716","0","0","0","0","500,000","-500,000","338,000","316,000","0","316,000","22,000","0","22,000","10,184,716",
"2883","開發金          ","13,728,832","4,643,000","9,085,832","0","0","0","0","0","0","305,000","361,000","0","361,000","138,000","194,000","-56,000","9,390,832",
"9904","寶成            ","13,120,000","3,972,000","9,148,000","0","0","0","135,000","0","135,000","20,000","20,000","0","20,000","0","0","0","9,303,000",
="073410","聯發科麥證7A購01","0","0","0","9,647,000","533,000","9,114,000","0","0","0","8,618,000","0","0","0","9,719,000","1,101,000","8,618,000","8,618,000",
"2303","聯電            ","21,405,000","13,325,270","8,079,730","0","0","0","1,481,000","0","1,481,000","-1,188,000","0","895,000","-895,000","149,000","442,000","-293,000","8,372,730",
="073945","聯發科麥證79購01","0","0","0","8,316,000","53,000","8,263,000","0","0","0","8,263,000","0","0","0","8,316,000","53,000","8,263,000","8,263,000",
="00633L","富邦上証正2     ","5,742,000","2,000","5,740,000","0","0","0","0","0","0","2,378,000","845,000","170,000","675,000","6,222,000","4,519,000","1,703,000","8,118,000",
="072777","宏碁元大78購01  ","0","0","0","0","0","0","0","0","0","8,005,000","0","0","0","8,010,000","5,000","8,005,000","8,005,000",
"2353","宏碁            ","11,577,000","8,034,000","3,543,000","0","0","0","0","56,000","-56,000","3,427,000","823,000","18,000","805,000","2,955,000","333,000","2,622,000","6,914,000",
"2834","臺企銀          ","7,951,000","2,235,930","5,715,070","0","0","0","1,219,000","0","1,219,000","-100,000","0","590,000","-590,000","554,000","64,000","490,000","6,834,070",
"2349","錸德            ","9,961,000","8,439,000","1,522,000","0","0","0","7,279,000","0","7,279,000","-2,121,000","368,000","2,489,000","-2,121,000","0","0","0","6,680,000",
"2887","台新金          ","8,900,000","2,308,180","6,591,820","0","0","0","0","135,000","-135,000","-249,000","3,000","108,000","-105,000","0","144,000","-144,000","6,207,820",
"2323","中環            ","8,089,000","3,620,000","4,469,000","0","0","0","0","0","0","1,420,000","3,601,000","2,177,000","1,424,000","4,000","8,000","-4,000","5,889,000",
="073793","亞德客麥證79購01","0","0","0","6,142,000","265,000","5,877,000","0","0","0","5,861,000","0","0","0","6,177,000","316,000","5,861,000","5,861,000",
"2002","中鋼            ","10,658,000","4,175,000","6,483,000","0","0","0","0","0","0","-775,000","0","0","0","17,000","792,000","-775,000","5,708,000",
="072633","亞德客麥證77購01","0","0","0","6,119,000","573,000","5,546,000","0","0","0","5,546,000","0","0","0","6,119,000","573,000","5,546,000","5,546,000",
="072709","台泥麥證77購01  ","0","0","0","6,697,000","760,000","5,937,000","0","0","0","5,432,000","0","0","0","6,697,000","1,265,000","5,432,000","5,432,000",
="072718","聯發科麥證78購01","0","0","0","5,410,000","391,000","5,019,000","0","0","0","5,019,000","0","0","0","5,410,000","391,000","5,019,000","5,019,000",
"2856","元富證          ","4,676,000","14,000","4,662,000","0","0","0","0","0","0","0","0","0","0","0","0","0","4,662,000",
="078181","聯鈞麥證7B購01  ","0","0","0","4,709,000","302,000","4,407,000","0","0","0","4,407,000","0","0","0","4,709,000","302,000","4,407,000","4,407,000",
="073108","聯發科麥證77購02","0","0","0","4,377,000","0","4,377,000","0","0","0","4,377,000","0","0","0","4,377,000","0","4,377,000","4,377,000",
"6116","彩晶            ","7,937,000","3,511,000","4,426,000","0","0","0","0","177,000","-177,000","126,000","54,000","0","54,000","717,000","645,000","72,000","4,375,000",
="00673R","元大S&P原油反1  ","0","0","0","0","0","0","0","0","0","4,069,000","1,073,000","0","1,073,000","3,080,000","84,000","2,996,000","4,069,000",
"2337","旺宏            ","7,196,232","5,455,000","1,741,232","0","0","0","500,000","0","500,000","1,754,000","40,000","210,000","-170,000","3,258,000","1,334,000","1,924,000","3,995,232",
="078760","緯創麥證7B購01  ","0","0","0","4,461,000","572,000","3,889,000","0","0","0","3,889,000","0","0","0","4,461,000","572,000","3,889,000","3,889,000",
"2886","兆豐金          ","8,220,000","3,763,000","4,457,000","0","0","0","0","139,000","-139,000","-461,000","1,000","0","1,000","64,000","526,000","-462,000","3,857,000",
="074943","廣達麥證7A購01  ","0","0","0","4,595,000","345,000","4,250,000","0","0","0","3,806,000","0","0","0","4,630,000","824,000","3,806,000","3,806,000",
="075731","聯鈞麥證7A購01  ","0","0","0","3,772,000","0","3,772,000","0","0","0","3,772,000","0","0","0","3,772,000","0","3,772,000","3,772,000",
"2823","中壽            ","6,349,910","2,955,380","3,394,530","0","0","0","0","0","0","294,000","341,000","115,000","226,000","78,000","10,000","68,000","3,688,530",
="079107","緯創麥證7C購01  ","0","0","0","4,171,000","487,000","3,684,000","0","0","0","3,684,000","0","0","0","4,171,000","487,000","3,684,000","3,684,000",
="078752","台泥麥證7B購01  ","0","0","0","3,901,000","246,000","3,655,000","0","0","0","3,655,000","0","0","0","3,901,000","246,000","3,655,000","3,655,000",
="078614","華通麥證7C購01  ","0","0","0","4,381,000","730,000","3,651,000","0","0","0","3,645,000","0","0","0","4,381,000","736,000","3,645,000","3,645,000",
="07711P","奇力新群益7B售04","0","0","0","0","0","0","0","0","0","3,641,000","0","0","0","3,969,000","328,000","3,641,000","3,641,000",
="078075","中石化麥證7B購01","0","0","0","4,185,000","685,000","3,500,000","0","0","0","3,500,000","0","0","0","4,185,000","685,000","3,500,000","3,500,000",
="070825","鴻海元富76購03  ","0","0","0","0","0","0","0","0","0","3,499,000","0","0","0","3,499,000","0","3,499,000","3,499,000",
"1303","南亞            ","3,190,000","2,258,000","932,000","0","0","0","0","11,000","-11,000","2,481,000","8,000","0","8,000","2,578,000","105,000","2,473,000","3,402,000",
="076731","貿聯凱基7A購01  ","0","0","0","0","0","0","0","0","0","3,361,000","0","0","0","3,598,000","237,000","3,361,000","3,361,000",
="073109","可成麥證77購02  ","0","0","0","3,478,000","123,000","3,355,000","0","0","0","3,355,000","0","0","0","3,478,000","123,000","3,355,000","3,355,000",
="078122","欣興富邦7A購02  ","0","0","0","0","0","0","0","0","0","3,312,000","0","0","0","3,332,000","20,000","3,312,000","3,312,000",
="073202","欣興麥證7A購01  ","0","0","0","3,837,000","517,000","3,320,000","0","0","0","3,312,000","0","0","0","3,840,000","528,000","3,312,000","3,312,000",
="074933","台泥麥證7A購01  ","0","0","0","4,790,000","951,000","3,839,000","0","0","0","3,301,000","0","0","0","4,794,000","1,493,000","3,301,000","3,301,000",
="075473","義隆麥證79購01  ","0","0","0","3,322,000","40,000","3,282,000","0","0","0","3,282,000","0","0","0","3,322,000","40,000","3,282,000","3,282,000",
="074470","亞德客麥證7A購01","0","0","0","3,537,000","70,000","3,467,000","0","0","0","3,264,000","0","0","0","3,592,000","328,000","3,264,000","3,264,000",
="072719","可成麥證78購01  ","0","0","0","3,425,000","186,000","3,239,000","0","0","0","3,239,000","0","0","0","3,425,000","186,000","3,239,000","3,239,000",
"1216","統一            ","6,549,985","3,299,000","3,250,985","0","0","0","14,000","0","14,000","-85,000","47,000","0","47,000","10,000","142,000","-132,000","3,179,985",
"2371","大同            ","1,545,000","1,229,000","316,000","0","0","0","0","0","0","2,783,000","121,000","43,000","78,000","2,855,000","150,000","2,705,000","3,099,000",
="074480","臻鼎麥證7A購01  ","0","0","0","3,790,000","177,000","3,613,000","0","0","0","3,065,000","0","0","0","3,949,000","884,000","3,065,000","3,065,000",
"3702","大聯大          ","3,828,000","669,000","3,159,000","0","0","0","0","5,000","-5,000","-107,000","49,000","2,000","47,000","3,000","157,000","-154,000","3,047,000",
="073416","臻鼎麥證78購02  ","0","0","0","3,045,000","5,000","3,040,000","0","0","0","3,040,000","0","0","0","3,045,000","5,000","3,040,000","3,040,000",
="077425","貿聯國泰7A購01  ","0","0","0","0","0","0","0","0","0","2,933,000","0","0","0","3,069,000","136,000","2,933,000","2,933,000",
"2347","聯強            ","5,374,000","2,413,000","2,961,000","0","0","0","0","0","0","-38,000","15,000","0","15,000","0","53,000","-53,000","2,923,000",
="078824","新光金麥證7C購01","0","0","0","3,205,000","327,000","2,878,000","0","0","0","2,878,000","0","0","0","3,205,000","327,000","2,878,000","2,878,000",
="077190","中石化麥證7A購01","0","0","0","3,631,000","497,000","3,134,000","0","0","0","2,876,000","0","0","0","3,631,000","755,000","2,876,000","2,876,000",
"2801","彰銀            ","5,154,000","2,277,250","2,876,750","0","0","0","0","0","0","-2,000","0","2,000","-2,000","0","0","0","2,874,750",
="073411","可成麥證7A購01  ","0","0","0","3,619,000","412,000","3,207,000","0","0","0","2,870,000","0","0","0","3,619,000","749,000","2,870,000","2,870,000",
="075728","聯發科麥證7A購04","0","0","0","2,864,000","0","2,864,000","0","0","0","2,864,000","0","0","0","2,864,000","0","2,864,000","2,864,000",
="072940","大立光麥證79購01","0","0","0","3,479,000","717,000","2,762,000","0","0","0","2,762,000","0","0","0","3,479,000","717,000","2,762,000","2,762,000",
="074255","儒鴻麥證7A購01  ","0","0","0","2,903,000","10,000","2,893,000","0","0","0","2,756,000","0","0","0","2,903,000","147,000","2,756,000","2,756,000",
