"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","10,000","0","10,000","819,000","0","819,000","23,224,000","11,897,000","11,327,000","1,399,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","412,000","411,000","1,000","410,000",
="0054","元大台商50      ","0","0","0","0","0","0","48,000","47,000","1,000","46,000",
="006208","富邦台50        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0053","元大電子        ","0","0","0","0","0","0","7,000","4,000","3,000","1,000",
="0051","元大中型100     ","0","0","0","0","0","0","4,000","2,000","2,000","0",
="0057","富邦摩台        ","0","0","0","0","0","0","4,000","2,000","2,000","0",
="006203","元大MSCI台灣    ","4,000","0","4,000","0","0","0","4,000","0","4,000","0",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="006207","FH滬深          ","2,000","0","2,000","0","0","0","6,964,000","3,373,000","3,591,000","-216,000",
="006206","元大上證50      ","0","0","0","0","0","0","4,161,000","1,870,000","2,291,000","-421,000",
="006205","富邦上証        ","0","2,000","-2,000","0","0","0","8,376,000","3,963,000","4,413,000","-452,000",
="0056","元大高股息      ","0","0","0","0","0","0","1,000,000","0","1,000,000","-1,000,000",
="0050","元大台灣50      ","341,147","6,671,000","-6,329,853","0","0","0","6,040,000","2,621,000","3,419,000","-7,127,853",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
