"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0061","元大寶滬深      ","0","188,000","-188,000","0","0","0","0","0","0","2,020,000","0","20,000","-20,000","2,423,000","383,000","2,040,000","1,832,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","1,681,000","0","0","0","1,683,000","2,000","1,681,000","1,681,000",
="00639","富邦深100       ","794,000","0","794,000","0","0","0","0","0","0","244,000","10,000","110,000","-100,000","581,000","237,000","344,000","1,038,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","890,000","0","0","0","907,000","17,000","890,000","890,000",
="00633L","富邦上証正2     ","4,666,000","2,964,000","1,702,000","0","0","0","0","0","0","-1,220,000","30,000","10,000","20,000","6,797,000","8,037,000","-1,240,000","482,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","0","0","0","420,000","0","0","0","551,000","131,000","420,000","420,000",
="00659R","國泰日本反1     ","0","78,000","-78,000","0","0","0","0","0","0","396,000","0","0","0","493,000","97,000","396,000","318,000",
="00643","群益深証中小    ","0","120,000","-120,000","0","0","0","0","0","0","322,000","0","0","0","807,000","485,000","322,000","202,000",
="00638R","元大滬深300反1  ","0","29,000","-29,000","0","0","0","0","0","0","146,000","137,000","0","137,000","145,000","136,000","9,000","117,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","0","0","0","86,000","0","0","0","308,000","222,000","86,000","86,000",
="00634R","富邦上証反1     ","211,000","0","211,000","0","0","0","0","0","0","-150,000","0","0","0","409,000","559,000","-150,000","61,000",
="00664R","國泰臺灣加權反1 ","0","42,000","-42,000","0","0","0","0","0","0","100,000","0","750,000","-750,000","1,062,000","212,000","850,000","58,000",
="00668","國泰美國道瓊    ","18,000","0","18,000","0","0","0","0","0","0","16,000","0","0","0","101,000","85,000","16,000","34,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","0","0","0","34,000","0","30,000","-30,000","354,000","290,000","64,000","34,000",
="00700","富邦H股         ","0","0","0","0","0","0","0","0","0","28,000","0","0","0","145,000","117,000","28,000","28,000",
="00666R","富邦H股反1      ","0","0","0","0","0","0","0","0","0","25,000","0","0","0","166,000","141,000","25,000","25,000",
="00701","國泰臺灣低波動30","0","0","0","0","0","0","0","0","0","19,000","0","0","0","30,000","11,000","19,000","19,000",
="00649","FH香港          ","17,000","0","17,000","0","0","0","0","0","0","-4,000","0","0","0","58,000","62,000","-4,000","13,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","0","0","0","12,000","0","0","0","12,000","0","12,000","12,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","10,000","0","0","0","10,000","0","10,000","10,000",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","7,000","0","0","0","7,000","0","7,000","7,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","5,000","0","0","0","6,000","1,000","5,000","5,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","17,000","13,000","4,000","4,000",
="00657","國泰日經225     ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","77,000","75,000","2,000","2,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","52,000","51,000","1,000","1,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","11,000","10,000","1,000","1,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","500","0","0","0","600","100","500","500",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","201,000","201,000","0","0",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","0","0","0","0","0","0","0","105,000","105,000","0","0",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","0","0","0","0","12,000","12,000","0","0",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","0","0","0","0","0","0","0","5,000","5,000","0","0",
