"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","138,000","144,000","-6,000","0","0","0","13,028,000","570,000","0","570,000","54,349,000","41,891,000","12,458,000","13,022,000",
="0050","元大台灣50      ","1,737,000","940,000","797,000","0","100,000","-100,000","6,143,000","2,083,000","3,228,000","-1,145,000","7,590,000","302,000","7,288,000","6,840,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","5,567,000","0","0","0","5,990,000","423,000","5,567,000","5,567,000",
="00633L","富邦上証正2     ","3,442,000","75,000","3,367,000","0","0","0","1,462,000","698,000","475,000","223,000","45,627,000","44,388,000","1,239,000","4,829,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","1,995,000","733,000","1,101,000","-368,000","3,911,000","1,548,000","2,363,000","1,995,000",
="0056","元大高股息      ","285,000","0","285,000","0","0","0","919,000","0","0","0","919,000","0","919,000","1,204,000",
="00634R","富邦上証反1     ","0","0","0","0","0","0","934,000","0","240,000","-240,000","5,703,000","4,529,000","1,174,000","934,000",
="0055","元大MSCI金融    ","164,000","0","164,000","0","0","0","678,000","70,000","0","70,000","608,000","0","608,000","842,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","371,000","0","0","0","2,911,000","2,540,000","371,000","371,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","43,000","0","0","0","3,440,000","3,397,000","43,000","43,000",
="0054","元大台商50      ","3,000","0","3,000","0","0","0","25,000","0","0","0","27,000","2,000","25,000","28,000",
="0060","新台灣          ","0","0","0","0","0","0","20,000","0","0","0","136,000","116,000","20,000","20,000",
="0051","元大中型100     ","7,000","0","7,000","0","0","0","3,000","0","0","0","22,000","19,000","3,000","10,000",
="0053","元大電子        ","0","0","0","0","0","0","9,000","0","0","0","14,000","5,000","9,000","9,000",
="006204","永豐臺灣加權    ","190,000","0","190,000","0","0","0","-184,000","0","0","0","7,000","191,000","-184,000","6,000",
="0052","富邦科技        ","27,000","0","27,000","0","0","0","-24,000","0","0","0","2,000","26,000","-24,000","3,000",
="0057","富邦摩台        ","0","0","0","0","0","0","3,000","0","0","0","6,000","3,000","3,000","3,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","0","0","0","10,000","8,000","2,000","2,000",
="0058","富邦發達        ","1,000","0","1,000","0","0","0","0","0","0","0","2,000","2,000","0","1,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","1,000","0","0","0","7,000","6,000","1,000","1,000",
="008201","BP上證50        ","0","0","0","0","0","0","-300","0","0","0","900","1,200","-300","-300",
="00636","國泰中國A50     ","0","0","0","0","0","0","-226,000","0","0","0","8,020,000","8,246,000","-226,000","-226,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","-583,000","800,000","200,000","600,000","9,828,000","11,011,000","-1,183,000","-583,000",
="006206","元大上證50      ","0","0","0","0","0","0","-1,529,000","170,000","10,000","160,000","3,378,000","5,067,000","-1,689,000","-1,529,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-1,594,000","0","0","0","0","1,594,000","-1,594,000","-1,594,000",
="0061","元大寶滬深      ","0","303,000","-303,000","0","0","0","-1,624,000","1,506,000","250,000","1,256,000","2,074,000","4,954,000","-2,880,000","-1,927,000",
="00639","富邦深100       ","0","0","0","3,700,000","0","3,700,000","-6,131,000","405,000","0","405,000","251,000","6,787,000","-6,536,000","-2,431,000",
="006207","FH滬深          ","0","0","0","0","0","0","-2,759,000","309,000","201,000","108,000","977,000","3,844,000","-2,867,000","-2,759,000",
="006205","富邦上証        ","123,000","1,000","122,000","0","0","0","-7,343,000","306,000","175,000","131,000","2,465,000","9,939,000","-7,474,000","-7,221,000",
="00632R","元大台灣50反1   ","253,000","650,000","-397,000","0","0","0","-34,104,000","2,880,000","2,958,000","-78,000","733,000","34,759,000","-34,026,000","-34,501,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
