"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","210,000","202,000","8,000","120,000","0","120,000","4,005,000","3,423,000","582,000","2,969,000",
="0055","元大MSCI金融    ","74,000","0","74,000","0","0","0","476,000","397,000","79,000","392,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","335,100","319,000","16,100","302,900",
="0051","元大中型100     ","88,000","0","88,000","0","0","0","0","0","0","88,000",
="0056","元大高股息      ","8,000","0","8,000","0","0","0","53,000","53,000","0","61,000",
="0053","元大電子        ","34,000","0","34,000","0","0","0","2,000","2,000","0","36,000",
="0054","元大台商50      ","27,000","0","27,000","0","0","0","2,000","2,000","0","29,000",
="006208","富邦台50        ","0","0","0","0","0","0","98,000","62,000","36,000","26,000",
="0059","富邦金融        ","90,000","0","90,000","0","0","0","75,000","0","75,000","15,000",
="0052","富邦科技        ","14,000","0","14,000","0","0","0","20,000","8,000","12,000","10,000",
="0060","新台灣          ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="006203","元大MSCI台灣    ","2,000","0","2,000","0","0","0","0","0","0","2,000",
="006206","元大上證50      ","0","0","0","0","0","0","2,049,000","1,008,000","1,041,000","-33,000",
="006207","FH滬深          ","2,000","294,000","-292,000","0","0","0","395,000","58,000","337,000","-571,000",
="006205","富邦上証        ","0","0","0","0","145,000","-145,000","4,122,000","1,810,000","2,312,000","-647,000",
="0061","元大寶滬深      ","20,000","402,000","-382,000","0","211,000","-211,000","6,931,000","1,604,000","5,327,000","-4,316,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
