"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006207","FH滬深          ","95,000","75,000","20,000","0","0","0","336,000","310,000","26,000","304,000",
="006205","富邦上証        ","0","0","0","105,000","0","105,000","7,687,000","3,801,000","3,886,000","20,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0057","富邦摩台        ","0","27,000","-27,000","0","0","0","386,000","206,000","180,000","-1,000",
="0051","元大中型100     ","0","0","0","0","0","0","3,000","0","3,000","-3,000",
="006208","富邦台50        ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="006206","元大上證50      ","0","123,000","-123,000","0","0","0","5,618,000","2,826,000","2,792,000","-89,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","499,000","141,000","358,000","-217,000",
="0061","元大寶滬深      ","662,000","262,000","400,000","0","0","0","9,129,000","4,219,000","4,910,000","-291,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","840,717","67,000","773,717","-706,717",
="0056","元大高股息      ","0","1,000","-1,000","0","0","0","1,288,000","0","1,288,000","-1,289,000",
="0050","元大台灣50      ","203,000","986,000","-783,000","0","0","0","7,699,000","3,372,000","4,327,000","-1,738,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
