"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","20,000","1,346,000","-1,326,000","0","0","0","22,066,000","1,243,000","282,000","961,000","21,855,000","750,000","21,105,000","20,740,000",
="00634R","富邦上証反1     ","0","50,000","-50,000","0","0","0","1,896,000","102,000","0","102,000","3,681,000","1,887,000","1,794,000","1,846,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","564,000","0","0","0","4,144,000","3,580,000","564,000","564,000",
="00639","富邦深100       ","0","0","0","0","780,000","-780,000","900,000","41,000","140,000","-99,000","2,136,000","1,137,000","999,000","120,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","88,000","0","0","0","1,454,000","1,366,000","88,000","88,000",
="00643","群益深証中小    ","680,000","0","680,000","0","0","0","-616,000","0","20,000","-20,000","2,901,000","3,497,000","-596,000","64,000",
="0051","元大中型100     ","0","0","0","0","0","0","27,000","0","0","0","50,000","23,000","27,000","27,000",
="0080","恒中國          ","0","0","0","0","0","0","12,000","0","0","0","12,000","0","12,000","12,000",
="0053","元大電子        ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="0081","恒香港          ","0","0","0","0","0","0","800","0","0","0","800","0","800","800",
="0052","富邦科技        ","0","0","0","0","0","0","-2,000","0","0","0","2,000","4,000","-2,000","-2,000",
="0060","新台灣          ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","-2,000","0","0","0","3,000","5,000","-2,000","-2,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","-2,000","0","0","0","3,000","5,000","-2,000","-2,000",
="0054","元大台商50      ","0","0","0","0","0","0","-3,000","0","0","0","2,000","5,000","-3,000","-3,000",
="0058","富邦發達        ","0","0","0","0","0","0","-4,000","0","0","0","1,000","5,000","-4,000","-4,000",
="0059","富邦金融        ","0","0","0","0","0","0","-4,000","0","0","0","4,000","8,000","-4,000","-4,000",
="006208","富邦台50        ","0","0","0","0","0","0","-4,000","0","0","0","1,000","5,000","-4,000","-4,000",
="008201","BP上證50        ","0","0","0","0","0","0","-7,400","0","0","0","0","7,400","-7,400","-7,400",
="0057","富邦摩台        ","0","0","0","0","0","0","-11,000","0","0","0","2,000","13,000","-11,000","-11,000",
="00645","富邦日本        ","2,000","0","2,000","0","0","0","-36,000","0","0","0","3,992,000","4,028,000","-36,000","-34,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-59,000","0","0","0","393,000","452,000","-59,000","-59,000",
="00636","國泰中國A50     ","0","0","0","0","0","0","-216,000","0","80,000","-80,000","3,840,000","3,976,000","-136,000","-216,000",
="0056","元大高股息      ","0","0","0","0","0","0","-276,000","0","35,000","-35,000","0","241,000","-241,000","-276,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","-448,000","0","0","0","0","448,000","-448,000","-448,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","-707,000","30,000","83,000","-53,000","4,000","658,000","-654,000","-707,000",
="0061","元大寶滬深      ","18,000","0","18,000","0","0","0","-738,000","51,000","141,000","-90,000","659,000","1,307,000","-648,000","-720,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","-755,000","0","0","0","2,182,000","2,937,000","-755,000","-755,000",
="006207","FH滬深          ","0","0","0","0","0","0","-914,000","43,000","20,000","23,000","956,000","1,893,000","-937,000","-914,000",
="006206","元大上證50      ","0","0","0","0","0","0","-998,000","0","450,000","-450,000","3,524,000","4,072,000","-548,000","-998,000",
="006205","富邦上証        ","7,000","0","7,000","0","216,000","-216,000","-2,333,000","113,000","351,000","-238,000","1,746,000","3,841,000","-2,095,000","-2,542,000",
="0050","元大台灣50      ","112,000","6,381,000","-6,269,000","30,000","0","30,000","-1,497,000","102,000","103,000","-1,000","447,000","1,943,000","-1,496,000","-7,736,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","-10,909,000","700,000","546,000","154,000","736,000","11,799,000","-11,063,000","-10,909,000",
="00633L","富邦上証正2     ","197,000","140,000","57,000","0","0","0","-17,455,000","60,000","105,000","-45,000","21,439,000","38,849,000","-17,410,000","-17,398,000",
="00637L","元大滬深300正2  ","0","0","0","0","0","0","-34,084,000","0","0","0","19,100,000","53,184,000","-34,084,000","-34,084,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
