"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","8,221,000","3,308,000","4,913,000","0","0","0","0","0","0","10,103,000","875,000","223,000","652,000","34,253,000","24,802,000","9,451,000","15,016,000",
="00677U","富邦VIX         ","2,595,000","0","2,595,000","0","0","0","0","0","0","4,809,000","0","300,000","-300,000","5,143,000","34,000","5,109,000","7,404,000",
="0050","元大台灣50      ","2,154,000","1,000","2,153,000","0","0","0","0","0","0","3,534,000","294,000","250,000","44,000","3,527,000","37,000","3,490,000","5,687,000",
="0056","元大高股息      ","0","10,000","-10,000","0","0","0","0","0","0","3,053,000","0","0","0","3,053,000","0","3,053,000","3,043,000",
="00708L","元大S&P黃金正2  ","26,000","156,000","-130,000","0","0","0","0","0","0","3,123,000","150,000","30,000","120,000","3,161,000","158,000","3,003,000","2,993,000",
="00672L","元大S&P原油正2  ","4,000","66,000","-62,000","0","0","0","0","0","0","2,876,000","540,000","0","540,000","2,814,000","478,000","2,336,000","2,814,000",
="00635U","元大S&P黃金     ","1,065,000","0","1,065,000","0","0","0","0","0","0","1,563,000","0","0","0","1,701,000","138,000","1,563,000","2,628,000",
="00633L","富邦上証正2     ","2,557,000","1,803,000","754,000","0","0","0","0","422,000","-422,000","2,246,000","899,000","100,000","799,000","7,527,000","6,080,000","1,447,000","2,578,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","0","0","0","1,117,000","0","0","0","1,283,000","166,000","1,117,000","1,117,000",
="00642U","元大S&P石油     ","690,000","3,000","687,000","0","0","0","0","0","0","370,000","0","0","0","480,000","110,000","370,000","1,057,000",
="006206","元大上證50      ","72,000","104,000","-32,000","0","0","0","0","0","0","981,000","0","10,000","-10,000","1,379,000","388,000","991,000","949,000",
="00643","群益深証中小    ","633,000","0","633,000","0","0","0","0","0","0","299,000","51,000","0","51,000","552,000","304,000","248,000","932,000",
="00669R","國泰美國道瓊反1 ","425,000","0","425,000","0","0","0","0","0","0","317,000","0","0","0","417,000","100,000","317,000","742,000",
="00701","國泰臺灣低波動30","114,000","0","114,000","0","0","0","0","0","0","510,000","0","0","0","516,000","6,000","510,000","624,000",
="00639","富邦深100       ","65,000","0","65,000","0","0","0","0","0","0","531,000","0","0","0","795,000","264,000","531,000","596,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","0","0","0","475,000","0","0","0","646,000","171,000","475,000","475,000",
="006207","FH滬深          ","557,000","8,000","549,000","0","0","0","0","0","0","-82,000","0","0","0","208,000","290,000","-82,000","467,000",
="00631L","元大台灣50正2   ","110,000","43,000","67,000","0","0","0","0","0","0","370,000","80,000","0","80,000","586,000","296,000","290,000","437,000",
="00675L","富邦臺灣加權正2 ","189,000","0","189,000","0","0","0","0","0","0","168,000","0","442,000","-442,000","811,000","201,000","610,000","357,000",
="00717","富邦美國特別股  ","0","0","0","0","0","0","0","0","0","347,000","0","50,000","-50,000","523,000","126,000","397,000","347,000",
="00665L","富邦H股正2      ","207,000","0","207,000","0","0","0","0","0","0","46,000","0","0","0","145,000","99,000","46,000","253,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","193,000","0","0","0","249,000","56,000","193,000","193,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","0","0","0","189,000","0","0","0","564,000","375,000","189,000","189,000",
="00692","富邦公司治理    ","2,000","0","2,000","0","0","0","0","0","0","180,000","0","0","0","661,000","481,000","180,000","182,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","0","0","0","178,000","0","0","0","284,000","106,000","178,000","178,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","170,000","0","0","0","1,087,000","917,000","170,000","170,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","0","0","0","156,000","0","0","0","174,000","18,000","156,000","156,000",
="00678","群益NBI生技     ","143,000","0","143,000","0","0","0","0","0","0","-1,000","0","0","0","400,000","401,000","-1,000","142,000",
="00703","台新MSCI中國    ","0","0","0","0","0","0","0","0","0","133,000","0","0","0","281,000","148,000","133,000","133,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","129,000","0","129,000","129,000",
="00646","元大S&P500      ","0","10,000","-10,000","0","0","0","0","0","0","113,000","0","0","0","120,000","7,000","113,000","103,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","98,000","0","0","0","98,000","0","98,000","98,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","0","0","0","82,000","0","0","0","82,000","0","82,000","82,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","0","0","0","58,000","0","0","0","74,000","16,000","58,000","58,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","48,000","0","0","0","48,000","0","48,000","48,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","0","0","0","47,000","0","0","0","81,000","34,000","47,000","47,000",
="00652","富邦印度        ","0","0","0","0","0","0","0","0","0","22,000","0","0","0","22,000","0","22,000","22,000",
="00691R","兆豐藍籌30反1   ","0","0","0","0","0","0","0","0","0","9,000","0","0","0","140,000","131,000","9,000","9,000",
="006208","富邦台50        ","0","0","0","0","0","0","0","0","0","8,345","0","0","0","9,345","1,000","8,345","8,345",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","7,000","0","0","0","8,000","1,000","7,000","7,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","7,000","0","0","0","7,000","0","7,000","7,000",
="00668","國泰美國道瓊    ","0","50,000","-50,000","0","0","0","0","0","0","57,000","0","0","0","68,000","11,000","57,000","7,000",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","0","0","0","7,000","0","0","0","11,000","4,000","7,000","7,000",
="00660","元大歐洲50      ","0","7,000","-7,000","0","0","0","0","0","0","12,000","0","0","0","40,000","28,000","12,000","5,000",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","5,000","0","0","0","5,000","0","5,000","5,000",
="00649","FH香港          ","3,000","0","3,000","0","0","0","0","0","0","1,000","0","0","0","87,000","86,000","1,000","4,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","2,800","0","0","0","2,800","0","2,800","2,800",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="00684R","元大美元指數反1 ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00689R","國泰20年美債反1 ","98,000","0","98,000","0","0","0","0","0","0","-97,000","0","0","0","200,000","297,000","-97,000","1,000",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00710B","FH彭博高收益債  ","0","1,000","-1,000","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","0","0","0","160,000","160,000","0","0",
="00657","國泰日經225     ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","160,000","160,000","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","-100","0","0","0","150,000","150,100","-100","-100",
="00667","元大韓國        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="00711B","FH彭博新興債    ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00661","元大日經225     ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00645","富邦日本        ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","61,000","63,000","-2,000","-2,000",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00714","群益道瓊美國地產","0","2,000","-2,000","0","0","0","0","0","0","-1,000","0","0","0","100,000","101,000","-1,000","-3,000",
="00688L","國泰20年美債正2 ","82,000","0","82,000","0","0","0","0","0","0","-86,000","0","0","0","200,000","286,000","-86,000","-4,000",
="0058","富邦發達        ","0","0","0","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="00680L","元大美債20正2   ","0","5,000","-5,000","0","0","0","0","0","0","-3,000","0","0","0","2,000","5,000","-3,000","-8,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","1,000","10,000","-9,000","-9,000",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","100,000","109,000","-9,000","-9,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","0","0","0","-12,000","0","0","0","120,000","132,000","-12,000","-12,000",
="00658L","國泰日本正2     ","0","5,000","-5,000","0","0","0","0","0","0","-9,000","0","0","0","45,000","54,000","-9,000","-14,000",
="00712","FH富時不動產    ","0","0","0","0","0","0","0","0","0","-20,000","0","0","0","0","20,000","-20,000","-20,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","0","0","0","-32,000","0","0","0","6,000","38,000","-32,000","-32,000",
="00682U","元大美元指數    ","0","0","0","0","0","0","0","0","0","-36,000","0","0","0","0","36,000","-36,000","-36,000",
="00685L","群益臺灣加權正2 ","12,000","0","12,000","0","0","0","0","0","0","-50,000","0","0","0","6,000","56,000","-50,000","-38,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","-42,000","0","0","0","83,000","125,000","-42,000","-42,000",
="00650L","FH香港正2       ","7,000","0","7,000","0","0","0","0","0","0","-65,000","0","0","0","68,000","133,000","-65,000","-58,000",
="00666R","富邦H股反1      ","0","293,000","-293,000","0","0","0","0","0","0","232,000","0","0","0","271,000","39,000","232,000","-61,000",
="00673R","元大S&P原油反1  ","0","0","0","0","0","0","0","0","0","-87,000","0","0","0","313,000","400,000","-87,000","-87,000",
="00638R","元大滬深300反1  ","63,000","0","63,000","0","0","0","0","0","0","-154,000","0","0","0","15,000","169,000","-154,000","-91,000",
="00670L","富邦NASDAQ正2   ","0","10,000","-10,000","0","0","0","0","0","0","-90,000","0","0","0","59,000","149,000","-90,000","-100,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","0","0","0","-123,000","0","0","0","54,000","177,000","-123,000","-123,000",
="0061","元大寶滬深      ","15,000","0","15,000","0","0","0","0","0","0","-147,000","0","630,000","-630,000","1,024,000","541,000","483,000","-132,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","-162,000","0","0","0","0","162,000","-162,000","-162,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","0","0","0","-214,000","0","0","0","146,000","360,000","-214,000","-214,000",
="00700","富邦H股         ","0","0","0","0","0","0","0","0","0","-233,000","0","0","0","220,000","453,000","-233,000","-233,000",
="00674R","元大S&P黃金反1  ","0","178,000","-178,000","0","0","0","0","0","0","-97,000","0","0","0","0","97,000","-97,000","-275,000",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","0","0","0","-278,000","0","0","0","126,000","404,000","-278,000","-278,000",
="00640L","富邦日本正2     ","20,000","186,000","-166,000","0","0","0","0","0","0","-169,000","0","0","0","404,000","573,000","-169,000","-335,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-492,000","0","300,000","-300,000","758,000","950,000","-192,000","-492,000",
="00634R","富邦上証反1     ","0","106,000","-106,000","0","0","0","0","0","0","-401,000","0","0","0","221,000","622,000","-401,000","-507,000",
="00716R","華頓S&P布蘭特反1","0","0","0","0","0","0","0","0","0","-514,000","0","0","0","120,000","634,000","-514,000","-514,000",
="006205","富邦上証        ","671,000","480,000","191,000","0","0","0","0","0","0","-888,000","19,000","144,000","-125,000","960,000","1,723,000","-763,000","-697,000",
="00683L","元大美元指數正2 ","0","0","0","0","0","0","0","0","0","-729,000","0","0","0","0","729,000","-729,000","-729,000",
="00676R","富邦臺灣加權反1 ","250,000","0","250,000","0","0","0","0","0","0","-1,197,000","0","0","0","1,462,000","2,659,000","-1,197,000","-947,000",
="00655L","國泰中國A50正2  ","300,000","1,011,000","-711,000","0","0","0","0","0","0","-1,341,000","175,000","180,000","-5,000","4,348,000","5,684,000","-1,336,000","-2,052,000",
="00636","國泰中國A50     ","11,000","1,702,000","-1,691,000","0","0","0","60,000","0","60,000","-2,322,000","492,000","265,000","227,000","1,197,000","3,746,000","-2,549,000","-3,953,000",
="00632R","元大台灣50反1   ","1,000","5,710,000","-5,709,000","0","0","0","0","0","0","-12,737,000","1,400,000","100,000","1,300,000","765,000","14,802,000","-14,037,000","-18,446,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"
