"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","4,350,000","0","4,350,000","0","0","0","0","0","0","4,224,000","350,000","50,000","300,000","5,138,000","1,214,000","3,924,000","8,574,000",
="006205","富邦上証        ","231,000","57,000","174,000","0","0","0","30,000","0","30,000","3,799,000","675,000","0","675,000","3,190,000","66,000","3,124,000","4,003,000",
="00672L","元大S&P原油正2  ","1,810,000","0","1,810,000","0","0","0","0","0","0","1,080,000","160,000","20,000","140,000","973,000","33,000","940,000","2,890,000",
="006206","元大上證50      ","511,000","23,000","488,000","0","0","0","0","0","0","1,478,851","65,000","30,000","35,000","1,501,000","57,149","1,443,851","1,966,851",
="00639","富邦深100       ","711,000","99,000","612,000","0","0","0","0","0","0","939,000","0","0","0","1,184,000","245,000","939,000","1,551,000",
="00665L","富邦H股正2      ","1,188,000","7,000","1,181,000","0","0","0","0","0","0","-96,000","0","0","0","37,000","133,000","-96,000","1,085,000",
="00636","國泰中國A50     ","10,000","454,000","-444,000","0","0","0","0","0","0","1,479,000","153,000","130,000","23,000","2,672,000","1,216,000","1,456,000","1,035,000",
="00642U","元大S&P石油     ","380,000","0","380,000","0","0","0","0","0","0","452,000","0","0","0","480,000","28,000","452,000","832,000",
="00653L","富邦印度正2     ","348,000","0","348,000","0","0","0","0","0","0","2,000","0","0","0","15,000","13,000","2,000","350,000",
="006207","FH滬深          ","0","2,000","-2,000","0","0","0","0","0","0","349,815","71,000","1,000","70,000","564,000","284,185","279,815","347,815",
="00638R","元大滬深300反1  ","22,000","0","22,000","0","0","0","0","0","0","134,000","0","0","0","139,000","5,000","134,000","156,000",
="0050","元大台灣50      ","211,000","258,000","-47,000","0","0","0","0","0","0","186,000","0","0","0","200,000","14,000","186,000","139,000",
="00673R","元大S&P原油反1  ","0","209,000","-209,000","0","0","0","0","0","0","326,000","0","0","0","366,000","40,000","326,000","117,000",
="00708L","元大S&P黃金正2  ","9,000","0","9,000","0","0","0","0","0","0","101,000","0","0","0","112,000","11,000","101,000","110,000",
="00648R","元大S&P500反1   ","83,000","0","83,000","0","0","0","0","0","0","19,000","0","0","0","44,000","25,000","19,000","102,000",
="00631L","元大台灣50正2   ","35,000","0","35,000","0","0","0","0","0","0","53,000","0","0","0","90,000","37,000","53,000","88,000",
="00668","國泰美國道瓊    ","0","146,000","-146,000","0","0","0","0","0","0","214,000","0","0","0","233,000","19,000","214,000","68,000",
="00669R","國泰美國道瓊反1 ","34,000","0","34,000","0","0","0","0","0","0","30,000","0","0","0","45,000","15,000","30,000","64,000",
="00678","群益NBI生技     ","31,000","0","31,000","0","0","0","0","0","0","-1,000","0","0","0","300,000","301,000","-1,000","30,000",
="00701","國泰臺灣低波動30","25,000","0","25,000","0","0","0","0","0","0","3,000","0","0","0","3,000","0","3,000","28,000",
="0061","元大寶滬深      ","3,000","0","3,000","0","0","0","30,000","0","30,000","-10,971","0","20,000","-20,000","536,000","526,971","9,029","22,029",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","20,000","0","0","0","111,000","91,000","20,000","20,000",
="00635U","元大S&P黃金     ","0","35,000","-35,000","0","0","0","0","0","0","54,000","101,000","0","101,000","45,000","92,000","-47,000","19,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","17,000","0","0","0","56,000","39,000","17,000","17,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","14,000","0","0","0","18,000","4,000","14,000","14,000",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","13,000","0","0","0","13,000","0","13,000","13,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","11,000","0","0","0","11,000","0","11,000","11,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","9,000","0","0","0","9,000","0","9,000","9,000",
="00652","富邦印度        ","0","0","0","0","0","0","0","0","0","8,000","0","0","0","8,000","0","8,000","8,000",
="00682U","元大美元指數    ","7,000","0","7,000","0","0","0","0","0","0","0","0","0","0","0","0","0","7,000",
="00649","FH香港          ","3,000","0","3,000","0","0","0","0","0","0","0","0","0","0","66,000","66,000","0","3,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","0","0","0","3,000","0","0","0","3,000","0","3,000","3,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="0056","元大高股息      ","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00674R","元大S&P黃金反1  ","5,000","5,000","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00680L","元大美債20正2   ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00661","元大日經225     ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","72,000","71,000","1,000","1,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","445,000","444,000","1,000","1,000",
="00698L","元大美債7-10正2 ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","700","0","0","0","700","0","700","700",
="006208","富邦台50        ","0","0","0","0","0","0","0","0","0","399","0","0","0","399","0","399","399",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","120,000","120,000","0","0",
="00634R","富邦上証反1     ","0","116,000","-116,000","0","0","0","0","0","0","116,000","0","195,000","-195,000","472,000","161,000","311,000","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","0","0","0","120,000","120,000","0","0",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","120,000","120,000","0","0",
="00658L","國泰日本正2     ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00688L","國泰20年美債正2 ","0","0","0","0","0","0","0","0","0","0","0","0","0","200,000","200,000","0","0",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","200,000","200,000","0","0",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","10,000","10,000","0","0",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00692","富邦公司治理    ","0","0","0","0","0","0","0","0","0","0","0","0","0","910,000","910,000","0","0",
="00712","FH富時不動產    ","0","20,000","-20,000","0","0","0","0","0","0","20,000","0","0","0","20,000","0","20,000","0",
="00714","群益道瓊美國地產","0","0","0","0","0","0","0","0","0","0","0","0","0","600,000","600,000","0","0",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0058","富邦發達        ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","1,000","3,000","-2,000","-2,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","800,000","802,000","-2,000","-2,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","0","0","0","-2,000","0","0","0","57,000","59,000","-2,000","-2,000",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","0","0","0","-3,000","0","0","0","466,000","469,000","-3,000","-3,000",
="00670L","富邦NASDAQ正2   ","0","2,000","-2,000","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-3,000",
="00646","元大S&P500      ","0","2,000","-2,000","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-3,000",
="00650L","FH香港正2       ","3,000","0","3,000","0","0","0","0","0","0","-8,000","0","0","0","99,000","107,000","-8,000","-5,000",
="00645","富邦日本        ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","91,000","100,000","-9,000","-9,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","0","0","0","-17,000","0","0","0","2,000","19,000","-17,000","-17,000",
="00657","國泰日經225     ","0","18,000","-18,000","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","-18,000",
="00641R","富邦日本反1     ","0","52,000","-52,000","0","0","0","0","0","0","32,000","0","0","0","169,000","137,000","32,000","-20,000",
="00716R","華頓S&P布蘭特反1","0","0","0","0","0","0","0","0","0","-23,000","0","0","0","400,000","423,000","-23,000","-23,000",
="00647L","元大S&P500正2   ","0","24,000","-24,000","0","0","0","0","0","0","0","0","0","0","0","0","0","-24,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","0","0","0","-25,000","0","0","0","0","25,000","-25,000","-25,000",
="00654R","富邦印度反1     ","7,000","0","7,000","0","0","0","0","0","0","-33,000","0","0","0","2,000","35,000","-33,000","-26,000",
="00666R","富邦H股反1      ","0","75,000","-75,000","0","0","0","0","0","0","45,000","0","0","0","45,000","0","45,000","-30,000",
="00651R","FH香港反1       ","0","37,000","-37,000","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","-37,000",
="00675L","富邦臺灣加權正2 ","0","5,000","-5,000","0","0","0","0","0","0","-36,000","0","0","0","66,000","102,000","-36,000","-41,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","0","0","0","-44,000","0","0","0","41,000","85,000","-44,000","-44,000",
="00643","群益深証中小    ","30,000","77,000","-47,000","0","0","0","0","0","0","-18,000","0","60,000","-60,000","137,000","95,000","42,000","-65,000",
="00640L","富邦日本正2     ","0","23,000","-23,000","0","0","0","0","0","0","-54,000","0","0","0","412,000","466,000","-54,000","-77,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","-96,000","0","0","0","1,000","97,000","-96,000","-96,000",
="00703","台新MSCI中國    ","0","0","0","0","0","0","30,000","0","30,000","-301,000","0","0","0","36,000","337,000","-301,000","-271,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-297,000","0","0","0","1,206,000","1,503,000","-297,000","-297,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","0","0","0","-354,000","0","100,000","-100,000","300,000","554,000","-254,000","-354,000",
="00677U","富邦VIX         ","0","621,000","-621,000","0","0","0","0","0","0","181,000","0","0","0","196,000","15,000","181,000","-440,000",
="00717","富邦美國特別股  ","0","0","0","0","0","0","0","0","0","-829,000","0","0","0","60,000","889,000","-829,000","-829,000",
="00633L","富邦上証正2     ","1,450,000","3,217,000","-1,767,000","0","0","0","0","0","0","-1,150,715","47,000","275,000","-228,000","4,127,000","5,049,715","-922,715","-2,917,715",
="00655L","國泰中國A50正2  ","0","922,000","-922,000","0","0","0","0","0","0","-2,191,000","65,000","100,000","-35,000","2,304,000","4,460,000","-2,156,000","-3,113,000",
="00637L","元大滬深300正2  ","3,354,000","4,873,000","-1,519,000","0","0","0","0","0","0","-5,079,000","171,000","120,000","51,000","16,790,000","21,920,000","-5,130,000","-6,598,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
