"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","2,946,000","90,000","2,856,000","60,000","0","60,000","7,118,000","6,684,000","434,000","9,166,000",
="0056","元大高股息      ","0","0","0","0","0","0","1,771,000","1,771,000","0","1,771,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","952,000","937,000","15,000","922,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","407,675","295,000","112,675","182,325",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","116,000","116,000","0","116,000",
="0054","元大台商50      ","0","0","0","0","0","0","31,000","31,000","0","31,000",
="0058","富邦發達        ","0","0","0","0","0","0","27,000","27,000","0","27,000",
="0053","元大電子        ","0","0","0","0","0","0","12,000","12,000","0","12,000",
="006208","富邦台50        ","0","0","0","0","0","0","9,000","9,000","0","9,000",
="0051","元大中型100     ","0","0","0","0","0","0","6,000","6,000","0","6,000",
="0059","富邦金融        ","0","0","0","0","0","0","6,000","6,000","0","6,000",
="0052","富邦科技        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0057","富邦摩台        ","0","0","0","0","0","0","3,000","2,000","1,000","1,000",
="006207","FH滬深          ","4,000","0","4,000","0","0","0","961,000","0","961,000","-957,000",
="006206","元大上證50      ","10,000","0","10,000","0","0","0","2,745,000","329,000","2,416,000","-2,077,000",
="006205","富邦上証        ","0","1,000,000","-1,000,000","0","120,000","-120,000","4,024,000","1,280,000","2,744,000","-2,584,000",
="0061","元大寶滬深      ","5,010,000","5,543,000","-533,000","0","0","0","7,233,000","1,747,000","5,486,000","-4,272,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
