"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","6,953,000","216,000","6,737,000","0","0","0","3,422,000","2,124,000","1,298,000","7,563,000",
="006206","元大上證50      ","0","0","0","0","0","0","2,734,000","2,309,000","425,000","1,884,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","4,479,000","2,620,000","1,859,000","761,000",
="0056","元大高股息      ","46,000","0","46,000","0","0","0","355,000","355,000","0","401,000",
="006207","FH滬深          ","0","0","0","0","0","0","1,156,000","735,000","421,000","314,000",
="006203","元大MSCI台灣    ","92,000","0","92,000","0","0","0","22,000","22,000","0","114,000",
="0055","元大MSCI金融    ","30,000","9,000","21,000","0","0","0","76,000","63,000","13,000","71,000",
="0053","元大電子        ","69,000","0","69,000","0","0","0","0","0","0","69,000",
="0052","富邦科技        ","4,000","0","4,000","0","0","0","42,000","38,000","4,000","38,000",
="0054","元大台商50      ","16,000","0","16,000","0","0","0","2,000","2,000","0","18,000",
="0051","元大中型100     ","13,000","0","13,000","0","0","0","1,000","1,000","0","14,000",
="0057","富邦摩台        ","0","50,000","-50,000","0","0","0","55,000","55,000","0","5,000",
="0058","富邦發達        ","0","0","0","0","0","0","9,000","7,000","2,000","5,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","87,000","29,000","58,000","-29,000",
="006205","富邦上証        ","0","0","0","0","0","0","7,613,000","3,674,000","3,939,000","-265,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
