"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,426,000","4,243,000","-2,817,000","0","0","0","10,637,000","8,501,000","2,136,000","3,548,000",
="006207","FH滬深          ","0","101,000","-101,000","0","0","0","1,046,000","974,000","72,000","801,000",
="006205","富邦上証        ","0","1,022,000","-1,022,000","1,460,000","770,000","690,000","4,431,000","2,508,000","1,923,000","253,000",
="0055","元大MSCI金融    ","91,000","0","91,000","0","0","0","714,000","348,000","366,000","73,000",
="006203","元大MSCI台灣    ","70,000","0","70,000","0","0","0","0","0","0","70,000",
="0052","富邦科技        ","39,000","0","39,000","0","0","0","15,000","0","15,000","24,000",
="0057","富邦摩台        ","23,000","0","23,000","0","0","0","0","0","0","23,000",
="0051","元大中型100     ","12,000","4,000","8,000","0","0","0","0","0","0","8,000",
="006208","富邦台50        ","0","0","0","0","0","0","5,000","2,000","3,000","-1,000",
="0059","富邦金融        ","20,000","7,000","13,000","0","0","0","19,000","0","19,000","-6,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","141,200","54,000","87,200","-33,200",
="0058","富邦發達        ","0","90,000","-90,000","0","0","0","12,000","2,000","10,000","-98,000",
="0056","元大高股息      ","0","78,000","-78,000","0","0","0","110,000","30,000","80,000","-128,000",
="006206","元大上證50      ","0","0","0","0","1,050,000","-1,050,000","1,990,000","1,403,000","587,000","-234,000",
="0061","元大寶滬深      ","223,000","1,018,000","-795,000","0","520,000","-520,000","6,941,000","2,302,000","4,639,000","-3,652,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
