"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006205","富邦上証        ","0","0","0","0","0","0","7,637,000","4,970,000","2,667,000","2,303,000",
="0050","元大台灣50      ","1,781,000","1,768,000","13,000","0","0","0","7,154,000","4,717,000","2,437,000","2,293,000",
="006206","元大上證50      ","85,000","0","85,000","0","0","0","7,875,000","4,967,000","2,908,000","2,144,000",
="006207","FH滬深          ","2,000","0","2,000","0","0","0","5,237,000","3,598,000","1,639,000","1,961,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","8,156,000","4,427,000","3,729,000","698,000",
="0055","元大MSCI金融    ","0","350,000","-350,000","0","0","0","463,000","463,000","0","113,000",
="0056","元大高股息      ","46,000","30,000","16,000","0","0","0","831,000","459,000","372,000","103,000",
="006203","元大MSCI台灣    ","20,000","0","20,000","0","0","0","41,000","20,000","21,000","19,000",
="0057","富邦摩台        ","0","0","0","0","0","0","293,000","150,000","143,000","7,000",
="0054","元大台商50      ","0","0","0","0","0","0","12,000","9,000","3,000","6,000",
="0053","元大電子        ","0","0","0","0","0","0","12,000","8,000","4,000","4,000",
="0060","新台灣          ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="006208","富邦台50        ","0","0","0","0","0","0","6,000","4,000","2,000","2,000",
="008201","BP上證50        ","0","0","0","0","1,900","-1,900","0","0","0","-1,900",
="0052","富邦科技        ","0","0","0","0","0","0","3,000","0","3,000","-3,000",
="0051","元大中型100     ","0","0","0","0","0","0","20,000","8,000","12,000","-4,000",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","7,250","0","7,250","-7,250",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
