"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","2,357,000","0","2,357,000","0","0","0","13,389,000","10,122,000","3,267,000","9,212,000",
="0050","元大台灣50      ","3,429,000","98,000","3,331,000","0","0","0","3,439,000","2,688,000","751,000","5,268,000",
="006205","富邦上証        ","0","7,000","-7,000","0","0","0","6,201,000","3,709,000","2,492,000","1,210,000",
="006206","元大上證50      ","0","0","0","0","0","0","8,593,000","4,780,000","3,813,000","967,000",
="0055","元大MSCI金融    ","4,000","0","4,000","0","0","0","272,000","245,000","27,000","222,000",
="0053","元大電子        ","11,000","0","11,000","0","0","0","17,000","17,000","0","28,000",
="0058","富邦發達        ","6,000","0","6,000","0","0","0","4,000","4,000","0","10,000",
="0054","元大台商50      ","9,000","0","9,000","0","0","0","0","0","0","9,000",
="006208","富邦台50        ","0","0","0","0","0","0","8,000","8,000","0","8,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0057","富邦摩台        ","0","0","0","0","198,000","-198,000","274,000","236,000","38,000","0",
="0052","富邦科技        ","24,000","0","24,000","0","0","0","24,000","0","24,000","0",
="0059","富邦金融        ","0","0","0","0","0","0","19,000","9,000","10,000","-1,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","295,000","134,000","161,000","-27,000",
="0056","元大高股息      ","2,000","0","2,000","0","0","0","234,000","81,000","153,000","-70,000",
="006207","FH滬深          ","0","514,000","-514,000","0","450,000","-450,000","4,254,000","2,555,000","1,699,000","-108,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
