"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","4,610,000","7,001,000","-2,391,000","0","0","0","0","0","0","22,613,000","3,000,000","1,412,000","1,588,000","22,035,000","1,010,000","21,025,000","20,222,000",
"2303","聯電            ","82,268,308","63,565,474","18,702,834","0","0","0","27,000","88,000","-61,000","-3,792,020","876,000","2,829,000","-1,953,000","1,601,980","3,441,000","-1,839,020","14,849,814",
="071566","鴻海日盛77購01  ","0","0","0","0","0","0","0","0","0","10,156,000","0","0","0","10,156,000","0","10,156,000","10,156,000",
"2313","華通            ","20,925,000","9,736,000","11,189,000","0","0","0","1,581,000","1,847,000","-266,000","-1,608,000","1,730,000","2,900,000","-1,170,000","1,527,000","1,965,000","-438,000","9,315,000",
="078280","上銀群益7B購04  ","0","0","0","0","0","0","0","0","0","7,215,000","0","0","0","8,166,000","951,000","7,215,000","7,215,000",
="072150","大亞國泰79購01  ","0","0","0","0","0","0","0","0","0","6,546,000","0","0","0","7,301,000","755,000","6,546,000","6,546,000",
="073099","聯電麥證7A購01  ","0","0","0","8,419,000","1,503,000","6,916,000","0","0","0","6,137,000","0","0","0","8,533,000","2,396,000","6,137,000","6,137,000",
="074001","聯電麥證7A購02  ","0","0","0","6,753,000","0","6,753,000","0","0","0","6,053,000","0","0","0","6,753,000","700,000","6,053,000","6,053,000",
"2367","燿華            ","1,179,000","1,392,000","-213,000","0","0","0","0","0","0","4,662,000","1,141,000","365,000","776,000","4,677,000","791,000","3,886,000","4,449,000",
="076710","上銀凱基7A購01  ","0","0","0","0","0","0","0","0","0","4,358,000","0","0","0","4,735,000","377,000","4,358,000","4,358,000",
"8112","至上            ","4,487,000","87,000","4,400,000","0","0","0","0","0","0","-73,000","0","0","0","32,000","105,000","-73,000","4,327,000",
="078473","宏碁麥證7B購01  ","0","0","0","4,507,000","241,000","4,266,000","0","0","0","4,242,000","0","0","0","4,507,000","265,000","4,242,000","4,242,000",
="06075P","大立光中信78售04","0","0","0","0","0","0","0","0","0","4,135,000","0","0","0","4,185,000","50,000","4,135,000","4,135,000",
="077307","隆達麥證7A購01  ","0","0","0","4,340,000","342,000","3,998,000","0","0","0","3,998,000","0","0","0","4,340,000","342,000","3,998,000","3,998,000",
="075209","大成鋼麥證79購01","0","0","0","4,278,000","239,000","4,039,000","0","0","0","3,955,000","0","0","0","4,278,000","323,000","3,955,000","3,955,000",
"3059","華晶科          ","5,094,000","1,206,000","3,888,000","0","0","0","0","0","0","-39,000","156,000","492,000","-336,000","503,000","206,000","297,000","3,849,000",
="079101","宏碁麥證7C購01  ","0","0","0","3,700,000","16,000","3,684,000","0","0","0","3,674,000","0","0","0","3,700,000","26,000","3,674,000","3,674,000",
="078813","新光鋼麥證7B購02","0","0","0","5,284,000","875,000","4,409,000","0","0","0","3,666,000","0","0","0","5,284,000","1,618,000","3,666,000","3,666,000",
"2349","錸德            ","3,034,000","264,000","2,770,000","0","0","0","0","660,000","-660,000","1,536,000","2,020,000","484,000","1,536,000","0","0","0","3,646,000",
="078350","德律麥證7B購01  ","0","0","0","3,828,000","100,000","3,728,000","0","0","0","3,451,000","0","0","0","3,828,000","377,000","3,451,000","3,451,000",
="073100","華通麥證78購01  ","0","0","0","3,450,000","51,000","3,399,000","0","0","0","3,399,000","0","0","0","3,450,000","51,000","3,399,000","3,399,000",
="080424","宏碁麥證81購01  ","0","0","0","4,823,000","178,000","4,645,000","0","0","0","3,394,000","0","0","0","4,823,000","1,429,000","3,394,000","3,394,000",
="072151","大亞國泰79購02  ","0","0","0","0","0","0","0","0","0","3,391,000","0","0","0","3,748,000","357,000","3,391,000","3,391,000",
="072638","致茂麥證77購01  ","0","0","0","3,425,000","5,000","3,420,000","0","0","0","3,321,000","0","0","0","3,430,000","109,000","3,321,000","3,321,000",
="080419","光磊麥證7C購01  ","0","0","0","3,392,000","153,000","3,239,000","0","0","0","3,239,000","0","0","0","3,392,000","153,000","3,239,000","3,239,000",
="073941","宏碁麥證79購01  ","0","0","0","3,421,000","240,000","3,181,000","0","0","0","3,181,000","0","0","0","3,421,000","240,000","3,181,000","3,181,000",
="00672L","元大S&P原油正2  ","2,044,000","0","2,044,000","0","0","0","0","0","0","1,135,000","0","0","0","1,210,000","75,000","1,135,000","3,179,000",
="072452","聯電麥證77購01  ","0","0","0","4,395,000","940,000","3,455,000","0","0","0","3,178,000","0","0","0","4,395,000","1,217,000","3,178,000","3,178,000",
