"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","5,777,000","122,000","5,655,000","0","0","0","2,787,000","2,437,000","350,000","7,742,000",
="0055","元大MSCI金融    ","41,000","0","41,000","0","0","0","1,429,000","1,429,000","0","1,470,000",
="006205","富邦上証        ","0","0","0","0","7,000","-7,000","6,978,000","3,910,000","3,068,000","835,000",
="006204","永豐臺灣加權    ","200,000","0","200,000","0","0","0","799,000","473,000","326,000","347,000",
="0058","富邦發達        ","52,000","0","52,000","0","0","0","41,000","20,000","21,000","51,000",
="0054","元大台商50      ","13,000","0","13,000","0","0","0","35,000","35,000","0","48,000",
="0053","元大電子        ","15,000","0","15,000","0","0","0","26,000","26,000","0","41,000",
="0057","富邦摩台        ","0","60,000","-60,000","0","0","0","130,000","110,000","20,000","30,000",
="0059","富邦金融        ","21,000","0","21,000","0","0","0","11,000","0","11,000","10,000",
="006208","富邦台50        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0052","富邦科技        ","11,000","0","11,000","0","0","0","13,000","1,000","12,000","0",
="0051","元大中型100     ","0","33,000","-33,000","0","0","0","0","0","0","-33,000",
="0056","元大高股息      ","11,000","0","11,000","0","0","0","191,000","0","191,000","-180,000",
="006207","FH滬深          ","0","0","0","0","0","0","1,099,000","0","1,099,000","-1,099,000",
="006206","元大上證50      ","0","0","0","0","0","0","10,192,000","3,448,000","6,744,000","-3,296,000",
="0061","元大寶滬深      ","2,000","639,000","-637,000","0","0","0","7,561,000","2,171,000","5,390,000","-3,856,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
