"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","6,820,000","2,280,000","4,540,000","0","0","0","0","0","0","11,363,000","200,000","20,000","180,000","27,657,000","16,474,000","11,183,000","15,903,000",
="00639","富邦深100       ","3,205,000","0","3,205,000","0","0","0","0","0","0","2,826,507","650,000","200,000","450,000","2,432,507","56,000","2,376,507","6,031,507",
="00672L","元大S&P原油正2  ","2,769,000","0","2,769,000","0","0","0","0","0","0","2,754,000","162,000","0","162,000","2,641,000","49,000","2,592,000","5,523,000",
="006205","富邦上証        ","2,186,000","290,000","1,896,000","0","0","0","0","0","0","2,493,061","697,000","230,000","467,000","3,766,061","1,740,000","2,026,061","4,389,061",
="00633L","富邦上証正2     ","3,142,000","1,433,000","1,709,000","0","0","0","0","0","0","2,325,000","100,000","648,000","-548,000","8,898,000","6,025,000","2,873,000","4,034,000",
="00655L","國泰中國A50正2  ","326,000","0","326,000","0","0","0","0","0","0","2,386,000","0","0","0","4,559,000","2,173,000","2,386,000","2,712,000",
="00636","國泰中國A50     ","800,000","0","800,000","0","0","0","0","0","0","1,756,000","130,000","0","130,000","2,756,000","1,130,000","1,626,000","2,556,000",
="006207","FH滬深          ","1,227,000","0","1,227,000","0","0","0","0","0","0","1,183,766","0","0","0","1,956,000","772,234","1,183,766","2,410,766",
="00677U","富邦VIX         ","614,000","0","614,000","0","0","0","0","0","0","1,066,000","0","0","0","1,088,000","22,000","1,066,000","1,680,000",
="0061","元大寶滬深      ","30,000","0","30,000","0","0","0","0","0","0","1,562,297","0","0","0","2,418,297","856,000","1,562,297","1,592,297",
="00642U","元大S&P石油     ","712,000","0","712,000","0","0","0","0","0","0","532,000","0","0","0","590,000","58,000","532,000","1,244,000",
="00643","群益深証中小    ","491,000","0","491,000","0","0","0","0","0","0","432,541","0","20,000","-20,000","622,541","170,000","452,541","923,541",
="006206","元大上證50      ","176,000","1,000","175,000","0","0","0","0","0","0","573,304","0","0","0","840,304","267,000","573,304","748,304",
="00635U","元大S&P黃金     ","235,000","0","235,000","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","385,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","236,000","0","200,000","-200,000","1,025,000","589,000","436,000","236,000",
="00648R","元大S&P500反1   ","2,000","0","2,000","0","0","0","0","0","0","127,000","0","0","0","228,000","101,000","127,000","129,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","0","0","0","128,000","700,000","0","700,000","626,000","1,198,000","-572,000","128,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","0","0","0","126,000","0","0","0","126,000","0","126,000","126,000",
="00669R","國泰美國道瓊反1 ","172,000","0","172,000","0","0","0","0","0","0","-46,000","0","0","0","366,000","412,000","-46,000","126,000",
="00675L","富邦臺灣加權正2 ","77,000","0","77,000","0","0","0","0","0","0","4,000","0","76,000","-76,000","105,000","25,000","80,000","81,000",
="00701","國泰臺灣低波動30","0","0","0","0","0","0","0","0","0","63,000","0","0","0","65,000","2,000","63,000","63,000",
="00665L","富邦H股正2      ","51,000","0","51,000","0","0","0","0","0","0","10,000","0","0","0","411,000","401,000","10,000","61,000",
="00652","富邦印度        ","0","0","0","0","0","0","0","0","0","58,000","0","0","0","62,000","4,000","58,000","58,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","0","0","0","47,000","0","0","0","69,000","22,000","47,000","47,000",
="00708L","元大S&P黃金正2  ","12,000","0","12,000","0","0","0","0","0","0","24,000","0","0","0","182,000","158,000","24,000","36,000",
="00715L","華頓S&P布蘭特正2","0","0","0","0","0","0","0","0","0","23,000","0","0","0","920,000","897,000","23,000","23,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","13,900","0","0","0","13,900","0","13,900","13,900",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","0","0","0","11,000","0","0","0","1,027,000","1,016,000","11,000","11,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","0","0","0","8,000","0","0","0","32,000","24,000","8,000","8,000",
