"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","9,747,000","917,000","8,830,000","0","0","0","2,868,000","2,545,000","323,000","11,052,000",
="006206","元大上證50      ","2,492,000","0","2,492,000","0","0","0","2,210,000","517,000","1,693,000","1,316,000",
="0061","元大寶滬深      ","150,000","0","150,000","0","0","0","4,603,000","2,790,000","1,813,000","1,127,000",
="0056","元大高股息      ","0","0","0","0","0","0","532,000","532,000","0","532,000",
="0055","元大MSCI金融    ","1,000","0","1,000","0","0","0","296,000","296,000","0","297,000",
="0053","元大電子        ","5,000","0","5,000","0","0","0","35,000","35,000","0","40,000",
="006203","元大MSCI台灣    ","42,000","0","42,000","0","0","0","63,000","22,000","41,000","23,000",
="0054","元大台商50      ","0","0","0","0","0","0","13,000","13,000","0","13,000",
="0051","元大中型100     ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="006208","富邦台50        ","0","0","0","0","0","0","8,000","8,000","0","8,000",
="0052","富邦科技        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0060","新台灣          ","1,000","0","1,000","0","0","0","0","0","0","1,000",
="008201","BP上證50        ","0","100","-100","0","0","0","0","0","0","-100",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006205","富邦上証        ","0","0","0","0","0","0","6,788,000","3,390,000","3,398,000","-8,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","87,306","26,000","61,306","-35,306",
="006207","FH滬深          ","0","0","0","0","0","0","1,209,000","521,000","688,000","-167,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
