"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","15,000","400,000","-385,000","0","0","0","16,432,000","500,000","220,000","280,000","17,113,000","961,000","16,152,000","16,047,000",
="00633L","富邦上証正2     ","4,087,000","0","4,087,000","0","0","0","2,578,000","200,000","100,000","100,000","6,960,000","4,482,000","2,478,000","6,665,000",
="00672L","元大S&P原油正2  ","897,000","0","897,000","0","0","0","5,718,000","0","0","0","5,998,000","280,000","5,718,000","6,615,000",
="00637L","元大滬深300正2  ","4,252,000","1,118,000","3,134,000","0","0","0","2,590,000","0","0","0","11,889,000","9,299,000","2,590,000","5,724,000",
="00642U","元大S&P石油     ","639,000","5,000","634,000","0","0","0","2,834,000","0","0","0","2,971,000","137,000","2,834,000","3,468,000",
="006205","富邦上証        ","0","0","0","0","0","0","2,074,000","70,000","0","70,000","2,145,000","141,000","2,004,000","2,074,000",
="00676R","富邦臺灣加權反1 ","94,000","0","94,000","0","0","0","1,087,000","0","300,000","-300,000","2,307,000","920,000","1,387,000","1,181,000",
="00639","富邦深100       ","83,000","0","83,000","0","0","0","929,000","0","0","0","1,320,000","391,000","929,000","1,012,000",
="00659R","國泰日本反1     ","111,000","0","111,000","0","0","0","879,000","0","0","0","955,000","76,000","879,000","990,000",
="006207","FH滬深          ","29,000","0","29,000","0","0","0","899,000","0","100,000","-100,000","1,105,000","106,000","999,000","928,000",
="0050","元大台灣50      ","829,098","100,000","729,098","100,000","0","100,000","-10,000","43,000","0","43,000","28,000","81,000","-53,000","819,098",
="00664R","國泰臺灣加權反1 ","0","9,000","-9,000","0","0","0","784,000","0","0","0","931,000","147,000","784,000","775,000",
="00683L","元大美元指數正2 ","0","0","0","0","0","0","669,000","0","0","0","669,000","0","669,000","669,000",
="00655L","國泰中國A50正2  ","484,000","0","484,000","0","0","0","86,000","0","0","0","1,995,000","1,909,000","86,000","570,000",
="00641R","富邦日本反1     ","490,000","0","490,000","0","0","0","44,000","0","0","0","144,000","100,000","44,000","534,000",
="00636","國泰中國A50     ","326,000","268,000","58,000","0","0","0","361,000","0","100,000","-100,000","1,410,000","949,000","461,000","419,000",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","357,000","0","0","0","360,000","3,000","357,000","357,000",
="00714","群益道瓊美國地產","0","0","0","200,000","0","200,000","99,000","0","0","0","740,000","641,000","99,000","299,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","255,000","0","50,000","-50,000","803,000","498,000","305,000","255,000",
="006206","元大上證50      ","10,000","37,000","-27,000","0","0","0","262,000","0","100,000","-100,000","442,000","80,000","362,000","235,000",
="00634R","富邦上証反1     ","8,000","0","8,000","0","0","0","201,000","0","0","0","241,000","40,000","201,000","209,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","185,000","0","0","0","1,314,000","1,129,000","185,000","185,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","123,000","0","0","0","160,000","37,000","123,000","123,000",
="00669R","國泰美國道瓊反1 ","53,000","0","53,000","0","0","0","57,000","0","0","0","61,000","4,000","57,000","110,000",
="00703","台新MSCI中國    ","0","0","0","0","0","0","80,000","0","0","0","100,000","20,000","80,000","80,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","65,000","0","0","0","65,000","0","65,000","65,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","57,000","0","0","0","787,000","730,000","57,000","57,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","46,000","0","0","0","50,000","4,000","46,000","46,000",
="00649","FH香港          ","0","0","0","0","0","0","30,000","0","0","0","130,000","100,000","30,000","30,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","23,000","0","0","0","23,000","0","23,000","23,000",
="008201","BP上證50        ","0","0","0","0","0","0","16,700","0","0","0","16,700","0","16,700","16,700",
="00680L","元大美債20正2   ","2,000","0","2,000","0","0","0","13,000","0","0","0","13,000","0","13,000","15,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","14,000","0","0","0","28,000","14,000","14,000","14,000",
="00652","富邦印度        ","0","0","0","0","0","0","11,000","0","0","0","17,000","6,000","11,000","11,000",
="00663L","國泰臺灣加權正2 ","50,000","0","50,000","0","0","0","-39,000","0","0","0","271,000","310,000","-39,000","11,000",
="00666R","富邦H股反1      ","2,000","0","2,000","0","0","0","8,000","0","0","0","9,000","1,000","8,000","10,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","10,000","0","0","0","10,000","0","10,000","10,000",
="00647L","元大S&P500正2   ","0","1,000","-1,000","0","0","0","11,000","0","0","0","11,000","0","11,000","10,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","5,000","0","0","0","5,000","0","5,000","5,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","4,000","0","0","0","14,000","10,000","4,000","4,000",
="00667","元大韓國        ","0","0","0","0","0","0","3,000","0","0","0","5,000","2,000","3,000","3,000",
="00646","元大S&P500      ","0","1,000","-1,000","0","0","0","4,000","0","0","0","17,000","13,000","4,000","3,000",
="0057","富邦摩台        ","0","0","0","0","0","0","3,000","0","0","0","5,000","2,000","3,000","3,000",
="00698L","元大美債7-10正2 ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="00688L","國泰20年美債正2 ","0","0","0","0","0","0","2,000","0","0","0","205,000","203,000","2,000","2,000",
="00704L","台新MSCI台灣正2 ","0","0","0","0","0","0","1,000","0","0","0","4,000","3,000","1,000","1,000",
="00707R","元大S&P日圓反1  ","0","0","0","0","0","0","1,000","0","0","0","401,000","400,000","1,000","1,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="00710B","FH彭博高收益債  ","0","2,000","-2,000","0","0","0","2,000","0","0","0","2,000","0","2,000","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","100","100","0","0",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","300","300","0","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","0","500","500","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="0058","富邦發達        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-2,000",
="00711B","FH彭博新興債    ","8,000","0","8,000","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-2,000",
="006208","富邦台50        ","0","0","0","0","0","0","-3,000","0","0","0","0","3,000","-3,000","-3,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","-4,000","0","0","0","18,000","22,000","-4,000","-4,000",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","-5,000","0","0","0","200,000","205,000","-5,000","-5,000",
="00651R","FH香港反1       ","0","2,000","-2,000","0","0","0","-8,000","0","0","0","1,000","9,000","-8,000","-10,000",
="00640L","富邦日本正2     ","0","12,000","-12,000","0","0","0","2,000","0","0","0","402,000","400,000","2,000","-10,000",
="00643","群益深証中小    ","0","0","0","0","0","0","-11,000","0","0","0","292,000","303,000","-11,000","-11,000",
="00712","FH富時不動產    ","0","16,000","-16,000","0","0","0","5,000","0","0","0","5,000","0","5,000","-11,000",
="00645","富邦日本        ","0","0","0","0","0","0","-13,000","0","0","0","61,000","74,000","-13,000","-13,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","-14,000","0","0","0","654,000","668,000","-14,000","-14,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","-16,000","0","0","0","1,000","17,000","-16,000","-16,000",
="00657","國泰日經225     ","0","0","0","0","0","0","-17,000","0","0","0","1,000","18,000","-17,000","-17,000",
="00700","富邦H股         ","0","23,000","-23,000","0","0","0","-4,000","0","0","0","10,000","14,000","-4,000","-27,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","-28,000","0","0","0","6,000","34,000","-28,000","-28,000",
="00701","國泰臺灣低波動30","0","0","0","0","0","0","-35,000","0","0","0","19,000","54,000","-35,000","-35,000",
="00631L","元大台灣50正2   ","2,000","0","2,000","0","0","0","-51,000","0","0","0","160,000","211,000","-51,000","-49,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","-51,000","0","0","0","56,000","107,000","-51,000","-51,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","-59,000","0","0","0","0","59,000","-59,000","-59,000",
="00635U","元大S&P黃金     ","0","17,000","-17,000","0","0","0","-53,000","0","0","0","49,000","102,000","-53,000","-70,000",
="00671R","富邦NASDAQ反1   ","0","8,000","-8,000","0","0","0","-78,000","0","0","0","4,000","82,000","-78,000","-86,000",
="00692","富邦公司治理    ","0","2,000","-2,000","0","0","0","-100,000","0","0","0","962,000","1,062,000","-100,000","-102,000",
="00665L","富邦H股正2      ","1,000","85,000","-84,000","0","0","0","-19,000","0","0","0","127,000","146,000","-19,000","-103,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","-110,000","0","0","0","516,000","626,000","-110,000","-110,000",
="00675L","富邦臺灣加權正2 ","70,000","0","70,000","0","0","0","-222,000","0","0","0","46,000","268,000","-222,000","-152,000",
="00678","群益NBI生技     ","0","0","0","0","0","0","-155,000","0","0","0","300,000","455,000","-155,000","-155,000",
