"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00633L","富邦上証正2     ","563,000","694,000","-131,000","981,000","0","981,000","13,225,000","858,000","205,000","653,000","35,749,000","23,177,000","12,572,000","14,075,000",
="0056","元大高股息      ","2,000","0","2,000","0","0","0","2,791,000","10,000","0","10,000","2,781,000","0","2,781,000","2,793,000",
="00637L","元大滬深300正2  ","0","1,285,000","-1,285,000","891,000","0","891,000","2,876,000","1,976,000","1,423,000","553,000","15,524,000","13,201,000","2,323,000","2,482,000",
="006206","元大上證50      ","0","0","0","0","0","0","1,775,000","0","0","0","5,732,000","3,957,000","1,775,000","1,775,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","1,238,000","300,000","100,000","200,000","5,621,000","4,583,000","1,038,000","1,238,000",
="00636","國泰中國A50     ","0","0","0","0","0","0","1,115,069","30,000","0","30,000","5,888,069","4,803,000","1,085,069","1,115,069",
="0050","元大台灣50      ","130,000","1,135,000","-1,005,000","200,000","0","200,000","1,749,000","4,835,000","940,000","3,895,000","779,000","2,925,000","-2,146,000","944,000",
="006207","FH滬深          ","10,000","0","10,000","0","0","0","739,000","252,000","472,000","-220,000","2,356,000","1,397,000","959,000","749,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","157,000","0","0","0","157,000","0","157,000","157,000",
="0060","新台灣          ","0","0","0","0","0","0","111,000","0","0","0","150,000","39,000","111,000","111,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","35,000","0","0","0","253,000","218,000","35,000","35,000",
="0058","富邦發達        ","0","0","0","0","0","0","5,000","0","0","0","5,000","0","5,000","5,000",
="0057","富邦摩台        ","0","0","0","0","0","0","1,000","0","0","0","5,000","4,000","1,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","0","0","0","3,000","2,000","1,000","1,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="006208","富邦台50        ","0","0","0","0","0","0","0","0","0","0","5,000","5,000","0","0",
="006203","元大MSCI台灣    ","5,000","5,000","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="008201","BP上證50        ","0","0","0","0","0","0","-1,300","0","0","0","4,300","5,600","-1,300","-1,300",
="0051","元大中型100     ","0","0","0","0","0","0","-3,000","0","0","0","5,000","8,000","-3,000","-3,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","-4,060","0","0","0","100,000","104,060","-4,060","-4,060",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","-948,000","1,000","304,000","-303,000","455,000","1,100,000","-645,000","-948,000",
="006205","富邦上証        ","10,000","0","10,000","585,000","600,000","-15,000","-1,183,000","460,000","192,000","268,000","3,578,000","5,029,000","-1,451,000","-1,188,000",
="00634R","富邦上証反1     ","50,000","454,000","-404,000","0","0","0","-828,000","40,000","640,000","-600,000","4,846,000","5,074,000","-228,000","-1,232,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","-1,295,000","0","0","0","4,099,000","5,394,000","-1,295,000","-1,295,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","-1,589,000","0","233,000","-233,000","1,859,000","3,215,000","-1,356,000","-1,589,000",
="00632R","元大台灣50反1   ","0","825,000","-825,000","0","0","0","-854,000","1,605,000","1,739,000","-134,000","3,338,000","4,058,000","-720,000","-1,679,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","-2,033,000","0","0","0","945,000","2,978,000","-2,033,000","-2,033,000",
="0061","元大寶滬深      ","0","15,000","-15,000","0","0","0","-2,607,000","1,174,000","280,000","894,000","2,332,000","5,833,000","-3,501,000","-2,622,000",
="00639","富邦深100       ","0","0","0","0","0","0","-2,990,000","1,130,000","50,000","1,080,000","539,000","4,609,000","-4,070,000","-2,990,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
