"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006207","FH滬深          ","1,163,000","174,000","989,000","0","0","0","2,289,000","1,618,000","671,000","1,936,000",
="006205","富邦上証        ","2,224,000","260,000","1,964,000","40,000","0","40,000","7,672,000","3,382,000","4,290,000","1,096,000",
="006206","元大上證50      ","44,000","153,000","-109,000","0","0","0","1,975,000","1,221,000","754,000","358,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="0052","富邦科技        ","13,000","0","13,000","0","0","0","15,000","2,000","13,000","2,000",
="0057","富邦摩台        ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="0058","富邦發達        ","0","0","0","0","0","0","5,000","0","5,000","-5,000",
="0059","富邦金融        ","15,000","0","15,000","0","0","0","22,000","0","22,000","-7,000",
="006208","富邦台50        ","0","0","0","0","0","0","16,000","2,000","14,000","-12,000",
="0055","元大MSCI金融    ","0","0","0","0","470,000","-470,000","655,000","461,000","194,000","-203,000",
="0056","元大高股息      ","0","0","0","0","0","0","483,000","120,000","363,000","-243,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","591,000","132,000","459,000","-327,000",
="0061","元大寶滬深      ","149,000","34,000","115,000","507,000","0","507,000","21,894,000","9,812,000","12,082,000","-1,648,000",
="0050","元大台灣50      ","2,000,000","3,515,000","-1,515,000","88,000","0","88,000","8,822,000","3,789,000","5,033,000","-2,671,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
