"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006205","富邦上証        ","0","0","0","0","0","0","5,368,000","2,715,000","2,653,000","62,000",
="0053","元大電子        ","0","0","0","0","0","0","13,000","13,000","0","13,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0051","元大中型100     ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="006208","富邦台50        ","0","0","0","0","0","0","21,000","0","21,000","-21,000",
="006206","元大上證50      ","253,000","51,000","202,000","0","0","0","5,115,000","2,422,000","2,693,000","-69,000",
="0057","富邦摩台        ","0","135,000","-135,000","0","0","0","488,000","260,000","228,000","-103,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","528,000","185,000","343,000","-158,000",
="006207","FH滬深          ","2,000","39,000","-37,000","0","0","0","500,000","166,000","334,000","-205,000",
="0056","元大高股息      ","0","0","0","0","0","0","762,000","0","762,000","-762,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","863,198","26,000","837,198","-811,198",
="0061","元大寶滬深      ","210,000","849,000","-639,000","0","250,000","-250,000","6,223,000","1,948,000","4,275,000","-3,216,000",
="0050","元大台灣50      ","219,000","10,219,000","-10,000,000","0","0","0","14,750,000","892,000","13,858,000","-22,966,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
