"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0056","元大高股息      ","7,000","21,000","-14,000","0","0","0","0","0","0","5,988,000","409,000","809,000","-400,000","6,388,000","0","6,388,000","5,974,000",
="00632R","元大台灣50反1   ","4,041,000","6,216,000","-2,175,000","0","0","0","0","0","0","4,821,000","77,000","0","77,000","6,822,000","2,078,000","4,744,000","2,646,000",
="00672L","元大S&P原油正2  ","2,243,000","0","2,243,000","0","0","0","0","0","0","-224,000","20,000","0","20,000","1,142,000","1,386,000","-244,000","2,019,000",
="00642U","元大S&P石油     ","211,000","0","211,000","0","0","0","0","0","0","1,059,000","0","0","0","1,173,000","114,000","1,059,000","1,270,000",
="00677U","富邦VIX         ","618,000","0","618,000","0","0","0","0","0","0","448,000","0","0","0","636,000","188,000","448,000","1,066,000",
="00676R","富邦臺灣加權反1 ","0","0","0","0","0","0","0","0","0","1,000,000","0","0","0","1,535,000","535,000","1,000,000","1,000,000",
="0061","元大寶滬深      ","76,000","0","76,000","0","0","0","0","0","0","812,000","10,000","0","10,000","1,626,000","824,000","802,000","888,000",
="00639","富邦深100       ","150,000","1,266,000","-1,116,000","0","0","0","0","0","0","1,968,000","50,000","20,000","30,000","2,015,000","77,000","1,938,000","852,000",
="006205","富邦上証        ","0","0","0","0","0","0","0","0","0","700,000","85,000","45,000","40,000","1,322,000","662,000","660,000","700,000",
="00664R","國泰臺灣加權反1 ","319,000","0","319,000","0","0","0","0","0","0","368,000","0","0","0","582,000","214,000","368,000","687,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","0","0","0","665,000","0","0","0","688,000","23,000","665,000","665,000",
="00708L","元大S&P黃金正2  ","28,000","253,000","-225,000","0","0","0","0","0","0","828,000","900,000","0","900,000","477,000","549,000","-72,000","603,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","265,000","0","0","0","265,000","0","265,000","265,000",
="00635U","元大S&P黃金     ","133,000","0","133,000","0","0","0","0","0","0","120,000","0","0","0","223,000","103,000","120,000","253,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","0","0","0","234,000","0","0","0","920,000","686,000","234,000","234,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","0","0","0","166,000","0","0","0","712,000","546,000","166,000","166,000",
="00671R","富邦NASDAQ反1   ","58,000","0","58,000","0","0","0","0","0","0","88,000","0","0","0","279,000","191,000","88,000","146,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","0","0","0","139,000","0","0","0","256,000","117,000","139,000","139,000",
="00666R","富邦H股反1      ","0","0","0","0","0","0","0","0","0","135,000","0","0","0","537,000","402,000","135,000","135,000",
="00634R","富邦上証反1     ","0","30,000","-30,000","0","0","0","0","0","0","144,000","0","0","0","559,000","415,000","144,000","114,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","0","0","0","114,000","0","0","0","240,000","126,000","114,000","114,000",
="00701","國泰臺灣低波動30","0","19,000","-19,000","0","0","0","0","0","0","125,000","0","0","0","127,000","2,000","125,000","106,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","0","0","0","90,000","0","0","0","137,000","47,000","90,000","90,000",
="00717","富邦美國特別股  ","0","0","0","0","0","0","0","0","0","89,000","0","39,000","-39,000","271,000","143,000","128,000","89,000",
="00678","群益NBI生技     ","67,000","0","67,000","0","0","0","0","0","0","11,000","0","0","0","313,000","302,000","11,000","78,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","0","0","0","65,000","0","0","0","219,000","154,000","65,000","65,000",
="006207","FH滬深          ","2,000","123,000","-121,000","0","0","0","0","0","0","179,000","10,000","0","10,000","242,000","73,000","169,000","58,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","0","0","0","56,000","0","0","0","134,000","78,000","56,000","56,000",
="00649","FH香港          ","57,000","3,000","54,000","0","0","0","0","0","0","0","0","0","0","0","0","0","54,000",
="00650L","FH香港正2       ","2,000","2,000","0","0","0","0","0","0","0","45,000","0","0","0","102,000","57,000","45,000","45,000",
="00660","元大歐洲50      ","111,000","0","111,000","0","0","0","0","0","0","-72,000","0","0","0","0","72,000","-72,000","39,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","24,000","0","0","0","24,000","0","24,000","24,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","0","0","0","14,000","0","0","0","14,000","0","14,000","14,000",
="00657","國泰日經225     ","80,000","0","80,000","0","0","0","0","0","0","-67,000","0","0","0","280,000","347,000","-67,000","13,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","0","0","0","13,000","0","0","0","32,000","19,000","13,000","13,000",
