"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","6,770,000","205,000","6,565,000","0","0","0","7,805,000","2,580,000","5,225,000","3,920,000",
="006207","FH滬深          ","1,019,000","11,000","1,008,000","0","0","0","2,338,000","1,030,000","1,308,000","730,000",
="0051","元大中型100     ","254,000","0","254,000","0","0","0","1,000","1,000","0","255,000",
="006205","富邦上証        ","0","870,000","-870,000","2,200,000","0","2,200,000","9,323,000","4,115,000","5,208,000","237,000",
="0055","元大MSCI金融    ","285,000","0","285,000","0","0","0","1,398,000","664,000","734,000","215,000",
="006203","元大MSCI台灣    ","6,000","0","6,000","0","0","0","43,000","43,000","0","49,000",
="0053","元大電子        ","33,000","0","33,000","0","0","0","1,000","1,000","0","34,000",
="0054","元大台商50      ","33,000","0","33,000","0","0","0","0","0","0","33,000",
="006208","富邦台50        ","0","0","0","0","0","0","32,000","26,000","6,000","20,000",
="0052","富邦科技        ","49,000","0","49,000","0","0","0","46,000","0","46,000","3,000",
="0057","富邦摩台        ","6,000","0","6,000","0","0","0","7,000","1,000","6,000","1,000",
="0059","富邦金融        ","12,000","0","12,000","0","0","0","13,000","1,000","12,000","1,000",
="0058","富邦發達        ","33,000","0","33,000","0","0","0","34,000","0","34,000","-1,000",
="0056","元大高股息      ","69,000","0","69,000","0","0","0","167,000","43,000","124,000","-12,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","382,002","134,000","248,002","-114,002",
="006206","元大上證50      ","0","201,000","-201,000","0","0","0","1,504,000","572,000","932,000","-561,000",
="0061","元大寶滬深      ","2,737,000","5,000","2,732,000","0","0","0","23,001,000","8,153,000","14,848,000","-3,963,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
