"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00642U","元大S&P石油     ","1,190,000","0","1,190,000","0","0","0","2,279,000","211,000","78,000","133,000","2,176,000","30,000","2,146,000","3,469,000",
="0050","元大台灣50      ","1,985,000","0","1,985,000","0","0","0","-11,000","0","0","0","664,000","675,000","-11,000","1,974,000",
="0056","元大高股息      ","20,000","0","20,000","0","0","0","889,000","0","0","0","889,000","0","889,000","909,000",
="00633L","富邦上証正2     ","1,000","3,130,000","-3,129,000","0","0","0","3,950,000","231,000","50,000","181,000","7,793,000","4,024,000","3,769,000","821,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","591,000","0","0","0","1,156,000","565,000","591,000","591,000",
="00632R","元大台灣50反1   ","1,027,000","4,004,000","-2,977,000","0","0","0","3,334,000","2,400,000","1,540,000","860,000","11,997,000","9,523,000","2,474,000","357,000",
="006206","元大上證50      ","0","171,000","-171,000","0","0","0","348,000","0","0","0","699,000","351,000","348,000","177,000",
="0055","元大MSCI金融    ","12,000","50,000","-38,000","0","0","0","174,000","0","0","0","174,000","0","174,000","136,000",
="00638R","元大滬深300反1  ","1,000","54,000","-53,000","0","0","0","183,000","0","0","0","184,000","1,000","183,000","130,000",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","123,000","0","0","0","3,627,000","3,504,000","123,000","123,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","117,000","30,000","0","30,000","577,000","490,000","87,000","117,000",
="006205","富邦上証        ","0","149,000","-149,000","0","0","0","235,000","0","242,000","-242,000","886,000","409,000","477,000","86,000",
="0053","元大電子        ","26,000","0","26,000","0","0","0","5,000","0","0","0","13,000","8,000","5,000","31,000",
="00646","元大S&P500      ","0","0","0","0","0","0","26,000","0","0","0","30,000","4,000","26,000","26,000",
="0054","元大台商50      ","11,000","0","11,000","0","0","0","6,000","0","0","0","15,000","9,000","6,000","17,000",
="0051","元大中型100     ","5,000","0","5,000","0","0","0","9,000","0","0","0","9,000","0","9,000","14,000",
="006204","永豐臺灣加權    ","6,000","0","6,000","0","0","0","0","0","0","0","0","0","0","6,000",
="0058","富邦發達        ","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="00660","元大歐洲50      ","0","0","0","0","0","0","2,000","0","0","0","3,000","1,000","2,000","2,000",
="0052","富邦科技        ","1,000","0","1,000","0","0","0","-1,000","0","0","0","0","1,000","-1,000","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","200,000","200,000","0","200,000","200,000","0","0",
