"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","5,812,200","886,000","4,926,200","280,000","96,000","184,000","21,886,000","19,499,000","2,387,000","22,222,200",
="0061","元大寶滬深      ","921,000","1,050,000","-129,000","0","500,000","-500,000","28,664,000","21,162,000","7,502,000","13,031,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","584,328","422,000","162,328","259,672",
="006203","元大MSCI台灣    ","87,000","0","87,000","0","0","0","69,000","69,000","0","156,000",
="006208","富邦台50        ","0","0","0","0","0","0","116,000","111,000","5,000","106,000",
="0053","元大電子        ","49,000","0","49,000","0","0","0","20,000","0","20,000","29,000",
="0051","元大中型100     ","21,000","0","21,000","0","0","0","0","0","0","21,000",
="0057","富邦摩台        ","12,000","0","12,000","0","0","0","0","0","0","12,000",
="0052","富邦科技        ","9,000","0","9,000","0","0","0","0","0","0","9,000",
="0060","新台灣          ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0059","富邦金融        ","0","0","0","0","0","0","22,000","13,000","9,000","4,000",
="0054","元大台商50      ","4,000","0","4,000","0","0","0","0","0","0","4,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","3,907,000","1,786,000","2,121,000","-335,000",
="0056","元大高股息      ","0","0","0","0","350,000","-350,000","475,000","101,000","374,000","-623,000",
="006207","FH滬深          ","0","210,000","-210,000","39,000","0","39,000","1,624,000","531,000","1,093,000","-733,000",
="006206","元大上證50      ","1,000","978,000","-977,000","0","0","0","2,752,000","1,408,000","1,344,000","-913,000",
="006205","富邦上証        ","1,000","3,415,000","-3,414,000","0","30,000","-30,000","6,566,000","4,171,000","2,395,000","-1,668,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
