"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0050","元大台灣50      ","4,510,000","717,000","3,793,000","0","0","0","1,133,000","299,000","18,000","281,000","1,058,000","206,000","852,000","4,926,000",
="00631L","元大台灣50正2   ","774,000","472,000","302,000","0","0","0","2,461,000","486,000","176,000","310,000","2,785,000","634,000","2,151,000","2,763,000",
="0056","元大高股息      ","1,000","0","1,000","0","0","0","1,981,000","0","0","0","1,981,000","0","1,981,000","1,982,000",
="00640L","富邦日本正2     ","937,000","5,000","932,000","0","0","0","814,000","0","0","0","1,454,000","640,000","814,000","1,746,000",
="00642U","元大S&P石油     ","794,000","0","794,000","0","0","0","-217,000","135,000","10,000","125,000","3,057,000","3,399,000","-342,000","577,000",
="0055","元大MSCI金融    ","92,000","0","92,000","0","0","0","436,000","0","0","0","436,000","0","436,000","528,000",
="00665L","富邦H股正2      ","896,000","0","896,000","0","0","0","-454,000","14,000","350,000","-336,000","1,641,000","1,759,000","-118,000","442,000",
="00663L","國泰臺灣加權正2 ","1,001,000","0","1,001,000","0","0","0","-692,000","0","0","0","767,000","1,459,000","-692,000","309,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","208,000","12,000","310,000","-298,000","913,000","407,000","506,000","208,000",
="00636","國泰中國A50     ","0","205,000","-205,000","0","0","0","360,000","110,000","0","110,000","1,408,000","1,158,000","250,000","155,000",
="00634R","富邦上証反1     ","29,000","114,000","-85,000","0","0","0","202,000","38,000","74,000","-36,000","242,000","4,000","238,000","117,000",
="0053","元大電子        ","0","0","0","0","0","0","75,000","0","0","0","75,000","0","75,000","75,000",
="00660","元大歐洲50      ","10,000","0","10,000","0","0","0","64,000","0","0","0","65,000","1,000","64,000","74,000",
="00658L","國泰日本正2     ","260,000","0","260,000","0","0","0","-202,000","0","0","0","983,000","1,185,000","-202,000","58,000",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","53,000","0","0","0","2,103,000","2,050,000","53,000","53,000",
="00638R","元大滬深300反1  ","0","1,000","-1,000","0","0","0","46,000","0","0","0","56,000","10,000","46,000","45,000",
="0051","元大中型100     ","0","0","0","0","0","0","39,000","0","0","0","42,000","3,000","39,000","39,000",
="0054","元大台商50      ","0","0","0","0","0","0","37,000","0","0","0","37,000","0","37,000","37,000",
="00661","元大日經225     ","0","0","0","0","0","0","24,000","0","0","0","35,000","11,000","24,000","24,000",
="00657","國泰日經225     ","0","0","0","0","0","0","22,000","0","0","0","43,000","21,000","22,000","22,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","19,000","0","0","0","20,000","1,000","19,000","19,000",
="006208","富邦台50        ","0","0","0","0","0","0","10,000","0","0","0","11,000","1,000","10,000","10,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","4,000","0","0","0","6,000","2,000","4,000","4,000",
="0059","富邦金融        ","0","0","0","0","0","0","3,000","0","0","0","5,000","2,000","3,000","3,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","0","0","0","3,000","2,000","1,000","1,000",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","200,000","200,000","0","0",
="00643K","群益深証中小+R  ","0","0","0","0","0","0","0","50,000","50,000","0","50,000","50,000","0","0",
="0057","富邦摩台        ","0","0","0","0","0","0","-3,000","0","0","0","1,000","4,000","-3,000","-3,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","-12,000","158,000","33,000","125,000","213,000","350,000","-137,000","-12,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","-30,000","0","0","0","1,154,000","1,184,000","-30,000","-30,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","-32,000","0","0","0","263,000","295,000","-32,000","-32,000",
="00666R","富邦H股反1      ","0","0","0","0","0","0","-41,000","0","500,000","-500,000","1,399,000","940,000","459,000","-41,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-44,000","0","0","0","245,000","289,000","-44,000","-44,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","-58,000","0","0","0","48,000","106,000","-58,000","-58,000",
="00649","FH香港          ","0","0","0","0","0","0","-60,000","0","0","0","159,000","219,000","-60,000","-60,000",
="00645","富邦日本        ","0","0","0","0","0","0","-68,000","0","0","0","803,000","871,000","-68,000","-68,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","-91,000","167,000","78,000","89,000","57,000","237,000","-180,000","-91,000",
="00646","元大S&P500      ","0","0","0","0","0","0","-107,000","0","0","0","0","107,000","-107,000","-107,000",
="00659R","國泰日本反1     ","103,000","0","103,000","0","0","0","-228,000","0","0","0","276,000","504,000","-228,000","-125,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","-273,000","0","0","0","175,000","448,000","-273,000","-273,000",
="00653L","富邦印度正2     ","45,000","0","45,000","0","0","0","-484,000","24,000","519,000","-495,000","727,000","716,000","11,000","-439,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","-521,000","299,000","118,000","181,000","143,000","845,000","-702,000","-521,000",
="00652","富邦印度        ","0","0","0","0","0","0","-526,000","385,000","803,000","-418,000","956,000","1,064,000","-108,000","-526,000",
="006206","元大上證50      ","0","116,000","-116,000","0","0","0","-825,000","0","170,000","-170,000","448,000","1,103,000","-655,000","-941,000",
="006207","FH滬深          ","10,000","212,000","-202,000","0","0","0","-958,000","0","0","0","222,000","1,180,000","-958,000","-1,160,000",
="006205","富邦上証        ","0","193,000","-193,000","0","0","0","-1,375,000","100,000","113,000","-13,000","667,000","2,029,000","-1,362,000","-1,568,000",
="00639","富邦深100       ","5,000","798,000","-793,000","0","0","0","-1,635,000","10,000","424,000","-414,000","1,137,000","2,358,000","-1,221,000","-2,428,000",
="00664R","國泰臺灣加權反1 ","0","1,216,000","-1,216,000","0","0","0","-3,501,000","720,000","1,091,000","-371,000","5,695,000","8,825,000","-3,130,000","-4,717,000",
="00643","群益深証中小    ","132,000","0","132,000","0","0","0","-5,212,000","325,000","0","325,000","1,536,000","7,073,000","-5,537,000","-5,080,000",
="00633L","富邦上証正2     ","763,000","3,384,000","-2,621,000","0","0","0","-8,624,000","15,000","180,000","-165,000","6,555,000","15,014,000","-8,459,000","-11,245,000",
="00637L","元大滬深300正2  ","1,785,000","3,074,000","-1,289,000","0","0","0","-20,475,000","0","30,000","-30,000","4,034,000","24,479,000","-20,445,000","-21,764,000",
="00632R","元大台灣50反1   ","404,000","9,138,000","-8,734,000","0","140,000","-140,000","-47,811,000","480,000","5,573,000","-5,093,000","2,056,000","44,774,000","-42,718,000","-56,685,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
