"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00672L","元大S&P原油正2  ","2,426,000","15,000","2,411,000","0","0","0","0","0","0","2,910,000","460,000","0","460,000","3,672,000","1,222,000","2,450,000","5,321,000",
="00642U","元大S&P石油     ","2,693,000","0","2,693,000","0","0","0","0","0","0","2,541,000","0","0","0","2,666,000","125,000","2,541,000","5,234,000",
="0050","元大台灣50      ","1,631,000","13,000","1,618,000","0","0","0","0","200,000","-200,000","2,389,000","195,000","0","195,000","2,526,000","332,000","2,194,000","3,807,000",
="00677U","富邦VIX         ","1,200,000","0","1,200,000","0","0","0","0","0","0","1,865,000","200,000","0","200,000","2,057,000","392,000","1,665,000","3,065,000",
="0056","元大高股息      ","0","10,000","-10,000","0","0","0","0","0","0","1,653,000","0","0","0","1,653,000","0","1,653,000","1,643,000",
="00708L","元大S&P黃金正2  ","0","0","0","0","0","0","0","0","0","1,409,000","230,000","0","230,000","1,358,000","179,000","1,179,000","1,409,000",
="00675L","富邦臺灣加權正2 ","225,000","0","225,000","0","0","0","0","0","0","676,000","0","0","0","811,000","135,000","676,000","901,000",
="00631L","元大台灣50正2   ","183,000","0","183,000","0","0","0","0","0","0","675,000","81,000","0","81,000","732,000","138,000","594,000","858,000",
="00635U","元大S&P黃金     ","50,000","0","50,000","0","0","0","0","0","0","683,000","0","0","0","763,000","80,000","683,000","733,000",
="006206","元大上證50      ","264,000","3,000","261,000","0","0","0","0","0","0","246,000","0","0","0","486,000","240,000","246,000","507,000",
="00663L","國泰臺灣加權正2 ","53,000","0","53,000","0","0","0","0","0","0","367,000","0","0","0","370,000","3,000","367,000","420,000",
="00665L","富邦H股正2      ","435,000","0","435,000","0","0","0","0","0","0","-62,000","0","0","0","73,000","135,000","-62,000","373,000",
="0061","元大寶滬深      ","0","1,000","-1,000","0","0","0","0","0","0","344,000","70,000","0","70,000","627,000","353,000","274,000","343,000",
="00678","群益NBI生技     ","119,000","0","119,000","0","0","0","0","0","0","211,000","0","0","0","411,000","200,000","211,000","330,000",
="00641R","富邦日本反1     ","0","16,000","-16,000","0","0","0","0","0","0","274,000","0","0","0","453,000","179,000","274,000","258,000",
="00669R","國泰美國道瓊反1 ","88,000","0","88,000","0","0","0","0","0","0","167,000","0","0","0","518,000","351,000","167,000","255,000",
="00670L","富邦NASDAQ正2   ","0","0","0","0","0","0","0","0","0","252,000","0","0","0","262,000","10,000","252,000","252,000",
="00701","國泰臺灣低波動30","44,000","0","44,000","0","0","0","0","0","0","206,000","0","0","0","206,000","0","206,000","250,000",
="00645","富邦日本        ","0","0","0","0","0","0","0","0","0","240,000","0","0","0","415,000","175,000","240,000","240,000",
="00713","元大台灣高息低波","0","0","0","0","0","0","0","0","0","107,000","0","0","0","222,000","115,000","107,000","107,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","86,000","0","0","0","683,000","597,000","86,000","86,000",
="00639","富邦深100       ","0","84,000","-84,000","0","0","0","0","0","0","168,000","0","0","0","479,000","311,000","168,000","84,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","73,000","0","0","0","73,000","0","73,000","73,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","0","0","0","64,000","0","0","0","658,000","594,000","64,000","64,000",
="0051","元大中型100     ","0","0","0","0","0","0","0","0","0","60,000","0","0","0","60,000","0","60,000","60,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","0","0","0","43,000","0","0","0","45,000","2,000","43,000","43,000",
="00717","富邦美國特別股  ","0","0","0","0","0","0","0","0","0","34,000","0","0","0","297,000","263,000","34,000","34,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","16,000","0","0","0","16,000","0","16,000","16,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","0","0","0","15,000","0","0","0","19,000","4,000","15,000","15,000",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","0","0","0","4,000","0","53,000","-53,000","60,000","3,000","57,000","4,000",
