"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0056","元大高股息      ","0","0","0","0","0","0","2,167,000","2,167,000","0","2,167,000",
="0050","元大台灣50      ","1,881,000","103,000","1,778,000","50,000","0","50,000","2,525,000","1,276,000","1,249,000","1,855,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","100,172","100,000","172","99,828",
="0053","元大電子        ","0","0","0","0","0","0","91,000","91,000","0","91,000",
="0054","元大台商50      ","0","0","0","0","0","0","66,000","66,000","0","66,000",
="0051","元大中型100     ","0","0","0","0","0","0","8,000","8,000","0","8,000",
="0060","新台灣          ","0","0","0","0","0","0","6,000","6,000","0","6,000",
="006203","元大MSCI台灣    ","6,000","0","6,000","0","0","0","0","0","0","6,000",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","0","4,000","-4,000",
="0055","元大MSCI金融    ","0","49,000","-49,000","0","0","0","77,000","31,000","46,000","-64,000",
="006207","FH滬深          ","0","507,000","-507,000","0","0","0","3,347,000","1,885,000","1,462,000","-84,000",
="006205","富邦上証        ","0","0","0","0","0","0","7,319,000","3,421,000","3,898,000","-477,000",
="006206","元大上證50      ","5,000","0","5,000","0","0","0","4,356,000","1,367,000","2,989,000","-1,617,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","6,429,000","1,910,000","4,519,000","-2,609,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
