"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0061","元大寶滬深      ","1,752,000","100,000","1,652,000","0","265,000","-265,000","30,945,000","1,610,000","500,000","1,110,000","50,718,000","20,883,000","29,835,000","32,332,000",
="006205","富邦上証        ","4,256,000","108,000","4,148,000","0","0","0","11,332,000","195,000","20,000","175,000","24,830,000","13,673,000","11,157,000","15,480,000",
="006206","元大上證50      ","0","250,000","-250,000","0","0","0","3,686,000","350,000","0","350,000","13,042,000","9,706,000","3,336,000","3,436,000",
="0055","元大MSCI金融    ","20,000","15,000","5,000","0","200,000","-200,000","3,177,000","0","61,000","-61,000","3,238,000","0","3,238,000","2,982,000",
="006207","FH滬深          ","2,000","6,000","-4,000","0","150,000","-150,000","2,527,000","0","0","0","6,191,000","3,664,000","2,527,000","2,373,000",
="0056","元大高股息      ","0","10,000","-10,000","0","0","0","243,000","0","0","0","245,000","2,000","243,000","233,000",
="0059","富邦金融        ","0","0","0","0","0","0","21,000","0","0","0","21,000","0","21,000","21,000",
="008201","BP上證50        ","0","0","0","19,700","0","19,700","0","0","0","0","0","0","0","19,700",
="0053","元大電子        ","0","0","0","0","0","0","11,000","0","0","0","11,000","0","11,000","11,000",
="0054","元大台商50      ","0","0","0","0","0","0","10,000","0","0","0","19,000","9,000","10,000","10,000",
="0060","新台灣          ","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="0057","富邦摩台        ","0","0","0","0","0","0","-1,000","0","0","0","51,000","52,000","-1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","-2,000","0","0","0","78,000","80,000","-2,000","-2,000",
="0051","元大中型100     ","0","0","0","0","0","0","-4,000","0","0","0","7,000","11,000","-4,000","-4,000",
="006208","富邦台50        ","0","0","0","0","0","0","-4,000","0","0","0","0","4,000","-4,000","-4,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","-161,000","0","260,000","-260,000","1,018,000","919,000","99,000","-161,000",
="00632R","元大台灣50反1   ","0","0","0","0","0","0","-416,000","10,000","49,000","-39,000","986,000","1,363,000","-377,000","-416,000",
="00633L","富邦上証正2     ","0","0","0","0","0","0","-1,883,000","212,000","33,000","179,000","15,318,000","17,380,000","-2,062,000","-1,883,000",
="00634R","富邦上証反1     ","0","100,000","-100,000","0","0","0","-3,346,000","0","500,000","-500,000","3,705,000","6,551,000","-2,846,000","-3,446,000",
="0050","元大台灣50      ","1,025,000","93,000","932,000","50,000","0","50,000","-5,061,000","121,000","1,595,000","-1,474,000","447,000","4,034,000","-3,587,000","-4,079,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
