"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0055","元大MSCI金融    ","190,000","0","190,000","0","0","0","1,384,000","778,000","606,000","362,000",
="006203","元大MSCI台灣    ","86,000","0","86,000","0","0","0","103,000","103,000","0","189,000",
="0051","元大中型100     ","63,000","0","63,000","0","0","0","11,000","10,000","1,000","72,000",
="0053","元大電子        ","64,000","0","64,000","0","0","0","5,000","5,000","0","69,000",
="006208","富邦台50        ","0","0","0","0","0","0","79,000","67,000","12,000","55,000",
="0080","恒中國          ","5,000","0","5,000","0","0","0","0","0","0","5,000",
="0054","元大台商50      ","5,000","0","5,000","0","0","0","0","0","0","5,000",
="0052","富邦科技        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0060","新台灣          ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0081","恒香港          ","300","0","300","0","0","0","0","0","0","300",
="0056","元大高股息      ","0","2,000","-2,000","0","0","0","210,000","103,000","107,000","-6,000",
="0057","富邦摩台        ","0","13,000","-13,000","0","0","0","0","0","0","-13,000",
="0050","元大台灣50      ","198,000","591,000","-393,000","0","330,000","-330,000","6,423,000","3,566,000","2,857,000","-14,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","276,500","124,000","152,500","-28,500",
="006207","FH滬深          ","0","0","0","0","0","0","1,817,000","841,000","976,000","-135,000",
="006206","元大上證50      ","0","130,000","-130,000","0","0","0","658,000","291,000","367,000","-206,000",
="006205","富邦上証        ","0","324,000","-324,000","0","0","0","4,971,000","2,082,000","2,889,000","-1,131,000",
="0061","元大寶滬深      ","3,000","5,412,000","-5,409,000","0","0","0","9,419,000","5,670,000","3,749,000","-3,488,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
