"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","17,727,000","2,728,000","14,999,000","0","0","0","0","0","0","28,451,000","260,000","0","260,000","69,440,000","41,249,000","28,191,000","43,450,000",
="00633L","富邦上証正2     ","7,219,000","900,000","6,319,000","0","0","0","0","0","0","6,064,000","100,000","50,000","50,000","12,280,000","6,266,000","6,014,000","12,383,000",
="00655L","國泰中國A50正2  ","3,079,000","0","3,079,000","0","0","0","0","0","0","6,924,599","0","400,000","-400,000","10,920,599","3,596,000","7,324,599","10,003,599",
="00632R","元大台灣50反1   ","24,294,000","13,299,000","10,995,000","0","0","0","0","0","0","-6,433,000","3,604,000","504,000","3,100,000","4,909,000","14,442,000","-9,533,000","4,562,000",
="0061","元大寶滬深      ","131,000","0","131,000","0","0","0","0","0","0","2,114,183","20,000","100,000","-80,000","2,577,183","383,000","2,194,183","2,245,183",
="00676R","富邦臺灣加權反1 ","517,000","0","517,000","0","0","0","0","0","0","1,725,000","0","0","0","2,518,000","793,000","1,725,000","2,242,000",
="0056","元大高股息      ","0","0","0","0","0","0","0","0","0","2,219,000","80,000","0","80,000","2,139,000","0","2,139,000","2,219,000",
="00642U","元大S&P石油     ","317,000","0","317,000","0","0","0","0","0","0","1,656,000","0","0","0","1,882,000","226,000","1,656,000","1,973,000",
="006205","富邦上証        ","1,349,000","389,000","960,000","0","0","0","0","0","0","823,524","140,000","390,000","-250,000","1,495,524","422,000","1,073,524","1,783,524",
="0050","元大台灣50      ","2,925,000","768,000","2,157,000","0","0","0","0","0","0","-428,000","16,000","225,000","-209,000","981,000","1,200,000","-219,000","1,729,000",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","1,583,000","0","300,000","-300,000","2,353,000","470,000","1,883,000","1,583,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","0","0","0","1,475,000","0","0","0","1,995,000","520,000","1,475,000","1,475,000",
="006206","元大上證50      ","139,000","1,000","138,000","0","0","0","0","0","0","1,204,053","110,000","50,000","60,000","1,408,053","264,000","1,144,053","1,342,053",
="00636","國泰中國A50     ","51,000","58,000","-7,000","0","0","0","0","0","0","1,051,000","680,000","290,000","390,000","3,654,000","2,993,000","661,000","1,044,000",
="00673R","元大S&P原油反1  ","493,000","0","493,000","0","0","0","0","0","0","356,000","0","0","0","969,000","613,000","356,000","849,000",
="00677U","富邦VIX         ","100,000","508,000","-408,000","0","0","0","0","0","0","1,000,000","0","0","0","1,223,000","223,000","1,000,000","592,000",
