"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","15,978,000","0","15,978,000","700,000","0","700,000","23,970,000","11,444,000","12,526,000","15,596,000",
="006206","元大上證50      ","1,494,000","76,000","1,418,000","0","0","0","2,689,000","1,097,000","1,592,000","923,000",
="006207","FH滬深          ","911,000","17,000","894,000","0","0","0","1,690,000","620,000","1,070,000","444,000",
="0056","元大高股息      ","7,000","0","7,000","300,000","0","300,000","624,000","250,000","374,000","183,000",
="0055","元大MSCI金融    ","148,000","0","148,000","0","0","0","1,280,000","656,000","624,000","180,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","41,000","41,000","0","41,000",
="0053","元大電子        ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="0059","富邦金融        ","0","0","0","0","0","0","9,000","9,000","0","9,000",
="006208","富邦台50        ","0","0","0","0","0","0","29,000","18,000","11,000","7,000",
="0054","元大台商50      ","3,000","0","3,000","0","0","0","0","0","0","3,000",
="0052","富邦科技        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0057","富邦摩台        ","28,000","0","28,000","0","0","0","30,000","0","30,000","-2,000",
="0058","富邦發達        ","0","2,000","-2,000","0","0","0","0","0","0","-2,000",
="006204","永豐臺灣加權    ","400,000","0","400,000","0","0","0","639,200","88,000","551,200","-63,200",
="006205","富邦上証        ","2,000","326,000","-324,000","784,000","0","784,000","6,198,000","2,190,000","4,008,000","-1,358,000",
="0050","元大台灣50      ","240,100","339,000","-98,900","0","0","0","4,232,000","977,000","3,255,000","-2,376,900",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
