"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,833,000","30,000","1,803,000","0","0","0","3,289,000","2,606,000","683,000","3,726,000",
="0054","元大台商50      ","0","0","0","0","0","0","250,000","250,000","0","250,000",
="0055","元大MSCI金融    ","0","200,000","-200,000","0","0","0","359,000","359,000","0","159,000",
="0053","元大電子        ","1,000","1,000","0","0","0","0","41,000","41,000","0","41,000",
="006208","富邦台50        ","0","0","0","0","0","0","68,000","47,000","21,000","26,000",
="0060","新台灣          ","0","0","0","0","0","0","9,000","9,000","0","9,000",
="0059","富邦金融        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","4,000","3,000","1,000","2,000",
="0057","富邦摩台        ","0","47,000","-47,000","0","0","0","110,000","79,000","31,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="006204","永豐臺灣加權    ","10,000","0","10,000","0","0","0","115,000","35,000","80,000","-35,000",
="006207","FH滬深          ","36,000","0","36,000","0","230,000","-230,000","246,000","88,000","158,000","-264,000",
="0056","元大高股息      ","0","0","0","0","0","0","1,158,000","89,000","1,069,000","-980,000",
="006205","富邦上証        ","1,000","0","1,000","0","0","0","5,986,000","2,342,000","3,644,000","-1,301,000",
="006206","元大上證50      ","0","1,310,000","-1,310,000","0","0","0","5,252,000","2,371,000","2,881,000","-1,820,000",
="0061","元大寶滬深      ","50,000","1,024,000","-974,000","0","0","0","3,852,000","615,000","3,237,000","-3,596,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
