"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006205","富邦上証        ","3,880,000","1,500,000","2,380,000","645,000","0","645,000","4,317,000","1,524,000","2,793,000","1,756,000",
="006207","FH滬深          ","1,000,000","1,639,000","-639,000","0","0","0","2,951,000","2,266,000","685,000","942,000",
="0051","元大中型100     ","20,000","0","20,000","0","0","0","16,000","16,000","0","36,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","221,250","127,000","94,250","32,750",
="0052","富邦科技        ","44,000","0","44,000","0","0","0","47,000","14,000","33,000","25,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","21,000","21,000","0","21,000",
="0054","元大台商50      ","13,000","0","13,000","0","0","0","0","0","0","13,000",
="0053","元大電子        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0059","富邦金融        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0057","富邦摩台        ","14,000","0","14,000","0","0","0","18,000","4,000","14,000","4,000",
="006208","富邦台50        ","0","0","0","0","0","0","53,000","28,000","25,000","3,000",
="0058","富邦發達        ","55,000","0","55,000","0","0","0","54,000","0","54,000","1,000",
="0056","元大高股息      ","0","0","0","0","0","0","183,000","81,000","102,000","-21,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","850,000","20,000","830,000","-810,000",
="006206","元大上證50      ","0","1,042,000","-1,042,000","0","0","0","3,297,000","1,528,000","1,769,000","-1,283,000",
="0050","元大台灣50      ","245,000","866,000","-621,000","0","65,000","-65,000","5,863,000","2,608,000","3,255,000","-1,333,000",
="0061","元大寶滬深      ","525,000","5,320,000","-4,795,000","182,000","0","182,000","41,017,000","17,106,000","23,911,000","-11,418,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
