"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","190,000","1,000","189,000","0","0","0","5,231,000","2,830,000","2,401,000","618,000",
="006205","富邦上証        ","0","0","0","0","0","0","6,837,000","3,596,000","3,241,000","355,000",
="0054","元大台商50      ","29,000","0","29,000","0","0","0","0","0","0","29,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","42,000","31,000","11,000","20,000",
="0057","富邦摩台        ","0","0","0","0","0","0","43,000","22,000","21,000","1,000",
="0080","恒中國          ","200","0","200","0","0","0","0","0","0","200",
="0058","富邦發達        ","10,000","0","10,000","0","0","0","12,000","0","12,000","-2,000",
="0060","新台灣          ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0052","富邦科技        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0059","富邦金融        ","0","0","0","0","0","0","7,000","1,000","6,000","-5,000",
="0056","元大高股息      ","0","0","0","0","0","0","86,000","0","86,000","-86,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","405,033","71,000","334,033","-263,033",
="006207","FH滬深          ","4,000","0","4,000","0","800,000","-800,000","769,000","536,000","233,000","-493,000",
="0061","元大寶滬深      ","0","250,000","-250,000","0","0","0","2,850,000","1,072,000","1,778,000","-956,000",
="006206","元大上證50      ","0","0","0","0","0","0","9,167,000","3,965,000","5,202,000","-1,237,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
