"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","6,203,000","333,000","5,870,000","0","0","0","6,220,000","6,094,000","126,000","11,838,000",
="0061","元大寶滬深      ","0","484,000","-484,000","0","0","0","2,399,000","1,689,000","710,000","495,000",
="0055","元大MSCI金融    ","0","6,000","-6,000","0","0","0","165,000","138,000","27,000","105,000",
="0053","元大電子        ","30,000","0","30,000","0","0","0","34,000","34,000","0","64,000",
="0057","富邦摩台        ","0","0","0","0","0","0","55,000","55,000","0","55,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","29,000","29,000","0","29,000",
="0054","元大台商50      ","0","0","0","0","0","0","24,000","24,000","0","24,000",
="006204","永豐臺灣加權    ","25,000","0","25,000","0","0","0","266,000","129,000","137,000","17,000",
="006208","富邦台50        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="0059","富邦金融        ","0","0","0","0","0","0","3,000","2,000","1,000","1,000",
="0056","元大高股息      ","0","0","0","0","0","0","325,000","147,000","178,000","-31,000",
="006207","FH滬深          ","0","0","0","0","0","0","2,210,000","1,067,000","1,143,000","-76,000",
="006205","富邦上証        ","10,000","0","10,000","489,000","0","489,000","7,704,000","3,448,000","4,256,000","-309,000",
="006206","元大上證50      ","0","566,000","-566,000","0","0","0","8,197,000","3,938,000","4,259,000","-887,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
