"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","2,714,000","732,000","1,982,000","0","0","0","24,742,000","13,465,000","11,277,000","4,170,000",
="0050","元大台灣50      ","3,000,000","1,025,000","1,975,000","0","0","0","8,258,000","4,066,000","4,192,000","1,849,000",
="006207","FH滬深          ","0","0","0","0","0","0","2,408,000","1,981,000","427,000","1,554,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","1,476,000","933,000","543,000","390,000",
="006205","富邦上証        ","0","361,000","-361,000","0","110,000","-110,000","4,695,000","2,743,000","1,952,000","320,000",
="006206","元大上證50      ","0","0","0","0","0","0","3,927,000","2,094,000","1,833,000","261,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","26,000","26,000","0","26,000",
="0059","富邦金融        ","0","0","0","0","0","0","20,000","20,000","0","20,000",
="0057","富邦摩台        ","0","0","0","0","0","0","10,000","10,000","0","10,000",
="0052","富邦科技        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0053","元大電子        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="006208","富邦台50        ","0","0","0","0","0","0","132,000","66,000","66,000","0",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","239,901","59,000","180,901","-121,901",
="0056","元大高股息      ","0","0","0","0","0","0","823,000","0","823,000","-823,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
