"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="006205","富邦上証        ","0","0","0","0","0","0","7,802,000","4,022,000","3,780,000","242,000",
="0057","富邦摩台        ","0","0","0","0","0","0","226,000","117,000","109,000","8,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","4,000","3,000","1,000","2,000",
="0054","元大台商50      ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","34,000","17,000","17,000","0",
="006208","富邦台50        ","0","0","0","0","0","0","40,000","20,000","20,000","0",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0051","元大中型100     ","0","0","0","0","0","0","10,000","0","10,000","-10,000",
="006204","永豐臺灣加權    ","0","1,097,000","-1,097,000","0","0","0","1,083,044","1,036,000","47,044","-108,044",
="0055","元大MSCI金融    ","0","0","0","0","168,000","-168,000","524,000","266,000","258,000","-160,000",
="006207","FH滬深          ","0","0","0","0","0","0","1,128,000","413,000","715,000","-302,000",
="0061","元大寶滬深      ","705,000","1,767,000","-1,062,000","0","0","0","4,230,000","2,213,000","2,017,000","-866,000",
="006206","元大上證50      ","0","646,000","-646,000","0","0","0","8,147,000","3,921,000","4,226,000","-951,000",
="0056","元大高股息      ","0","0","0","0","0","0","2,964,000","0","2,964,000","-2,964,000",
="0050","元大台灣50      ","200,000","3,523,000","-3,323,000","0","0","0","10,893,000","484,000","10,409,000","-13,248,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
