"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","583,000","5,161,000","-4,578,000","0","0","0","15,692,000","2,224,000","2,721,000","-497,000","17,494,000","1,305,000","16,189,000","11,114,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","2,811,000","0","0","0","4,982,000","2,171,000","2,811,000","2,811,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","422,000","0","0","0","3,690,000","3,268,000","422,000","422,000",
="0056","元大高股息      ","0","1,000","-1,000","0","0","0","312,000","0","5,000","-5,000","502,000","185,000","317,000","311,000",
="00639","富邦深100       ","0","0","0","0","0","0","171,000","180,000","300,000","-120,000","1,795,000","1,504,000","291,000","171,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","145,000","0","0","0","158,000","13,000","145,000","145,000",
="006207","FH滬深          ","0","0","0","0","0","0","118,000","38,000","0","38,000","1,472,000","1,392,000","80,000","118,000",
="006206","元大上證50      ","0","0","0","0","0","0","58,000","0","10,000","-10,000","3,490,000","3,422,000","68,000","58,000",
="008201","BP上證50        ","0","0","0","0","0","0","8,700","0","0","0","18,800","10,100","8,700","8,700",
="0080","恒中國          ","0","0","0","0","0","0","2,600","0","0","0","2,600","0","2,600","2,600",
="0081","恒香港          ","0","0","0","0","0","0","1,100","0","0","0","1,100","0","1,100","1,100",
="0058","富邦發達        ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="0052","富邦科技        ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="0053","元大電子        ","0","0","0","0","0","0","0","0","0","0","3,000","3,000","0","0",
="0054","元大台商50      ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","-497","0","0","0","2,000","2,497","-497","-497",
="0059","富邦金融        ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="006208","富邦台50        ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","-3,000","0","0","0","22,000","25,000","-3,000","-3,000",
="0051","元大中型100     ","1,000","35,000","-34,000","0","0","0","18,000","0","0","0","108,000","90,000","18,000","-16,000",
="00645","富邦日本        ","0","0","0","0","0","0","-58,000","0","0","0","2,233,000","2,291,000","-58,000","-58,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","-135,000","0","0","0","0","135,000","-135,000","-135,000",
="00636","國泰中國A50     ","0","0","0","0","0","0","-136,000","0","25,000","-25,000","9,286,000","9,397,000","-111,000","-136,000",
="00642U","元大S&P石油     ","0","0","0","0","0","0","-301,000","0","0","0","162,000","463,000","-301,000","-301,000",
="00643","群益深証中小    ","20,000","250,000","-230,000","0","0","0","-445,000","20,000","105,000","-85,000","4,406,000","4,766,000","-360,000","-675,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","-1,090,000","0","400,000","-400,000","4,501,000","5,191,000","-690,000","-1,090,000",
="006205","富邦上証        ","14,000","0","14,000","0","0","0","-1,110,000","18,000","10,000","8,000","11,064,000","12,182,000","-1,118,000","-1,096,000",
="00634R","富邦上証反1     ","50,000","0","50,000","0","0","0","-1,364,000","1,000","50,000","-49,000","4,100,000","5,415,000","-1,315,000","-1,314,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","-1,879,000","0","0","0","4,014,000","5,893,000","-1,879,000","-1,879,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","-4,846,000","28,000","214,000","-186,000","1,965,000","6,625,000","-4,660,000","-4,846,000",
="0050","元大台灣50      ","4,060,000","6,585,000","-2,525,000","0","0","0","-3,661,000","115,000","71,000","44,000","1,219,000","4,924,000","-3,705,000","-6,186,000",
="00633L","富邦上証正2     ","450,000","64,000","386,000","0","0","0","-14,823,000","20,000","50,000","-30,000","31,057,000","45,850,000","-14,793,000","-14,437,000",
="00637L","元大滬深300正2  ","0","0","0","0","0","0","-20,026,000","0","50,000","-50,000","26,875,000","46,851,000","-19,976,000","-20,026,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
