"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","2,587,000","373,000","2,214,000","0","0","0","8,072,000","4,836,000","3,236,000","3,814,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","184,000","184,000","0","184,000",
="0056","元大高股息      ","0","0","0","0","0","0","127,000","127,000","0","127,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","76,000","76,000","0","76,000",
="0051","元大中型100     ","0","0","0","0","0","0","61,000","57,000","4,000","53,000",
="006207","FH滬深          ","0","210,000","-210,000","0","0","0","893,000","565,000","328,000","27,000",
="006206","元大上證50      ","0","0","0","0","0","0","133,000","73,000","60,000","13,000",
="0053","元大電子        ","1,000","0","1,000","0","0","0","10,000","10,000","0","11,000",
="006208","富邦台50        ","0","0","0","0","0","0","7,000","7,000","0","7,000",
="0057","富邦摩台        ","0","0","0","0","0","0","405,000","205,000","200,000","5,000",
="0058","富邦發達        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0054","元大台商50      ","0","0","0","0","0","0","4,000","3,000","1,000","2,000",
="0052","富邦科技        ","6,000","0","6,000","0","0","0","6,000","1,000","5,000","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","105,000","53,000","52,000","1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","9,999","1,000","8,999","-7,999",
="006205","富邦上証        ","9,000","355,000","-346,000","0","0","0","4,189,000","2,059,000","2,130,000","-417,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","2,687,000","464,000","2,223,000","-1,759,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
