"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","13,551,000","5,761,000","7,790,000","0","0","0","0","780,000","-780,000","24,219,000","250,000","335,000","-85,000","74,319,000","50,015,000","24,304,000","31,229,000",
="00633L","富邦上証正2     ","7,818,000","1,875,000","5,943,000","0","0","0","0","0","0","5,276,000","274,000","395,000","-121,000","13,736,000","8,339,000","5,397,000","11,219,000",
="0056","元大高股息      ","724,000","0","724,000","0","0","0","0","0","0","5,013,000","195,000","50,000","145,000","4,868,000","0","4,868,000","5,737,000",
="00677U","富邦VIX         ","1,717,000","0","1,717,000","0","0","0","0","0","0","2,646,000","300,000","0","300,000","3,334,000","988,000","2,346,000","4,363,000",
="00655L","國泰中國A50正2  ","2,869,000","343,000","2,526,000","0","0","0","0","0","0","991,000","100,000","85,000","15,000","9,081,000","8,105,000","976,000","3,517,000",
="00672L","元大S&P原油正2  ","3,032,000","52,000","2,980,000","0","0","0","0","0","0","290,000","75,000","0","75,000","1,062,000","847,000","215,000","3,270,000",
="00642U","元大S&P石油     ","705,000","0","705,000","0","0","0","0","0","0","1,218,000","20,000","0","20,000","1,451,000","253,000","1,198,000","1,923,000",
="00636","國泰中國A50     ","7,005,000","1,842,000","5,163,000","0","0","0","50,000","0","50,000","-3,333,000","2,251,000","469,000","1,782,000","8,858,000","13,973,000","-5,115,000","1,880,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","0","0","0","1,792,000","100,000","10,000","90,000","2,188,000","486,000","1,702,000","1,792,000",
="0050","元大台灣50      ","3,576,000","35,000","3,541,000","0","0","0","0","250,000","-250,000","-1,669,000","57,000","901,000","-844,000","607,000","1,432,000","-825,000","1,622,000",
="006205","富邦上証        ","7,363,000","995,000","6,368,000","0","0","0","0","0","0","-4,801,000","160,000","1,364,000","-1,204,000","1,867,000","5,464,000","-3,597,000","1,567,000",
="00639","富邦深100       ","0","908,000","-908,000","0","0","0","0","0","0","1,507,000","0","170,000","-170,000","2,205,000","528,000","1,677,000","599,000",
="00631L","元大台灣50正2   ","200,000","0","200,000","0","0","0","0","0","0","313,000","103,000","0","103,000","262,000","52,000","210,000","513,000",
="006206","元大上證50      ","1,023,000","154,000","869,000","0","0","0","0","0","0","-396,000","41,000","22,000","19,000","2,047,000","2,462,000","-415,000","473,000",
="00641R","富邦日本反1     ","125,000","0","125,000","0","0","0","0","0","0","230,000","0","0","0","352,000","122,000","230,000","355,000",
="00701","國泰臺灣低波動30","1,000","1,000","0","0","0","0","0","0","0","247,000","0","0","0","266,000","19,000","247,000","247,000",
="00635U","元大S&P黃金     ","9,000","25,000","-16,000","0","0","0","0","0","0","222,000","0","0","0","414,000","192,000","222,000","206,000",
="00648R","元大S&P500反1   ","192,000","0","192,000","0","0","0","0","0","0","2,000","0","0","0","12,000","10,000","2,000","194,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","0","0","0","173,000","0","0","0","724,000","551,000","173,000","173,000",
