"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","0","0","0","0","0","0","4,023,000","2,756,000","1,267,000","1,489,000",
="006206","元大上證50      ","0","888,000","-888,000","0","0","0","1,578,000","1,370,000","208,000","274,000",
="006207","FH滬深          ","0","0","0","0","0","0","803,000","501,000","302,000","199,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","191,000","152,000","39,000","113,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","34,000","34,000","0","34,000",
="0054","元大台商50      ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="006208","富邦台50        ","0","0","0","0","0","0","3,000","3,000","0","3,000",
="0053","元大電子        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0058","富邦發達        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0052","富邦科技        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="0051","元大中型100     ","0","0","0","0","0","0","40,000","0","40,000","-40,000",
="0056","元大高股息      ","0","0","0","0","0","0","185,000","0","185,000","-185,000",
="006204","永豐臺灣加權    ","0","2,073,000","-2,073,000","0","0","0","2,407,024","2,118,000","289,024","-244,024",
="006205","富邦上証        ","0","1,000,000","-1,000,000","0","0","0","4,711,000","2,623,000","2,088,000","-465,000",
="0050","元大台灣50      ","138,200","879,000","-740,800","0","0","0","1,093,000","371,000","722,000","-1,091,800",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
