"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0050","元大台灣50      ","597,000","315,000","282,000","0","0","0","1,587,000","531,000","3,000","528,000","1,471,000","412,000","1,059,000","1,869,000",
="00637L","元大滬深300正2  ","1,802,000","649,000","1,153,000","25,000","0","25,000","425,000","345,000","250,000","95,000","23,694,000","23,364,000","330,000","1,603,000",
="00640L","富邦日本正2     ","0","0","0","0","0","0","1,202,000","90,000","112,000","-22,000","3,055,000","1,831,000","1,224,000","1,202,000",
="006206","元大上證50      ","100,000","0","100,000","0","0","0","706,000","10,000","240,000","-230,000","1,534,000","598,000","936,000","806,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","471,000","0","0","0","1,931,000","1,460,000","471,000","471,000",
="006205","富邦上証        ","0","115,000","-115,000","0","0","0","575,800","375,000","263,000","112,000","2,384,000","1,920,200","463,800","460,800",
="00655L","國泰中國A50正2  ","0","0","0","0","0","0","305,000","0","192,000","-192,000","5,298,000","4,801,000","497,000","305,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","87,000","0","0","0","97,000","10,000","87,000","87,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","72,000","0","0","0","239,000","167,000","72,000","72,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","69,000","0","0","0","135,000","66,000","69,000","69,000",
="00643","群益深証中小    ","0","0","0","0","0","0","59,000","10,000","0","10,000","581,000","532,000","49,000","59,000",
="00649","FH香港          ","0","0","0","0","0","0","48,000","0","0","0","86,000","38,000","48,000","48,000",
="00646","元大S&P500      ","0","0","0","0","0","0","38,000","0","0","0","87,000","49,000","38,000","38,000",
="00634R","富邦上証反1     ","0","1,272,000","-1,272,000","0","0","0","1,309,000","2,752,000","0","2,752,000","1,602,000","3,045,000","-1,443,000","37,000",
="00645","富邦日本        ","0","0","0","0","0","0","33,000","0","0","0","302,000","269,000","33,000","33,000",
="0055","元大MSCI金融    ","18,000","0","18,000","0","0","0","7,000","0","0","0","7,000","0","7,000","25,000",
="0053","元大電子        ","0","0","0","0","0","0","23,000","0","0","0","23,000","0","23,000","23,000",
="0054","元大台商50      ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","0","0","0","3,000","1,000","2,000","2,000",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","-1,000","0","0","0","105,000","106,000","-1,000","-1,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-13,000","6,000","151,000","-145,000","172,000","40,000","132,000","-13,000",
="0051","元大中型100     ","0","0","0","0","0","0","-15,000","0","0","0","0","15,000","-15,000","-15,000",
="00636","國泰中國A50     ","34,000","0","34,000","0","0","0","-105,000","30,000","10,000","20,000","787,000","912,000","-125,000","-71,000",
="0056","元大高股息      ","35,000","0","35,000","0","0","0","-180,000","0","0","0","0","180,000","-180,000","-145,000",
="00642U","元大S&P石油     ","0","102,000","-102,000","0","300,000","-300,000","199,000","20,000","0","20,000","401,000","222,000","179,000","-203,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","-249,000","40,000","10,000","30,000","467,000","746,000","-279,000","-249,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","-312,000","115,000","418,000","-303,000","1,298,000","1,307,000","-9,000","-312,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","-331,000","0","127,000","-127,000","0","204,000","-204,000","-331,000",
="006207","FH滬深          ","0","1,000","-1,000","0","0","0","-561,000","67,000","31,000","36,000","509,000","1,106,000","-597,000","-562,000",
="00639","富邦深100       ","0","63,000","-63,000","0","0","0","-595,000","60,000","100,000","-40,000","353,000","908,000","-555,000","-658,000",
="00633L","富邦上証正2     ","253,000","2,210,000","-1,957,000","31,000","0","31,000","750,000","805,000","800,000","5,000","13,680,000","12,935,000","745,000","-1,176,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","-1,223,000","127,000","73,000","54,000","6,000","1,283,000","-1,277,000","-1,223,000",
="00632R","元大台灣50反1   ","80,000","116,000","-36,000","250,000","0","250,000","-14,024,000","1,807,000","2,737,000","-930,000","3,085,000","16,179,000","-13,094,000","-13,810,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
