"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","8,694,000","2,549,000","6,145,000","0","0","0","28,050,000","0","380,000","-380,000","47,658,000","19,228,000","28,430,000","34,195,000",
="00633L","富邦上証正2     ","8,282,000","217,000","8,065,000","0","400,000","-400,000","3,071,000","95,000","385,000","-290,000","9,761,000","6,400,000","3,361,000","10,736,000",
="00655L","國泰中國A50正2  ","1,283,000","0","1,283,000","0","0","0","2,519,000","0","240,000","-240,000","4,608,000","1,849,000","2,759,000","3,802,000",
="00632R","元大台灣50反1   ","1,000,000","3,805,000","-2,805,000","0","0","0","6,372,000","899,000","400,000","499,000","7,926,000","2,053,000","5,873,000","3,567,000",
="006205","富邦上証        ","693,000","0","693,000","0","0","0","1,634,000","475,000","140,000","335,000","3,151,000","1,852,000","1,299,000","2,327,000",
="0050","元大台灣50      ","2,656,000","0","2,656,000","100,000","800,000","-700,000","82,000","1,000","0","1,000","87,000","6,000","81,000","2,038,000",
="006207","FH滬深          ","556,000","0","556,000","0","0","0","1,314,000","0","253,000","-253,000","1,810,000","243,000","1,567,000","1,870,000",
="00677U","富邦VIX         ","1,000,000","2,500,000","-1,500,000","0","0","0","3,025,000","0","0","0","4,262,000","1,237,000","3,025,000","1,525,000",
="00642U","元大S&P石油     ","298,000","0","298,000","0","0","0","1,089,000","0","0","0","1,091,000","2,000","1,089,000","1,387,000",
="00636","國泰中國A50     ","237,000","31,000","206,000","0","0","0","910,000","50,000","572,000","-522,000","3,264,000","1,832,000","1,432,000","1,116,000",
="00648R","元大S&P500反1   ","534,000","0","534,000","0","0","0","548,000","0","0","0","588,000","40,000","548,000","1,082,000",
="00676R","富邦臺灣加權反1 ","316,000","0","316,000","0","0","0","686,000","0","0","0","1,026,000","340,000","686,000","1,002,000",
="006206","元大上證50      ","40,000","25,000","15,000","0","0","0","765,000","0","300,000","-300,000","1,400,000","335,000","1,065,000","780,000",
="00643","群益深証中小    ","0","0","0","0","0","0","515,000","0","0","0","852,000","337,000","515,000","515,000",
="00673R","元大S&P原油反1  ","0","0","0","0","0","0","410,000","0","0","0","415,000","5,000","410,000","410,000",
="00692","富邦公司治理    ","0","0","0","0","0","0","216,000","0","0","0","1,060,000","844,000","216,000","216,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","175,000","0","0","0","226,000","51,000","175,000","175,000",
="00706L","元大S&P日圓正2  ","0","0","0","0","0","0","133,000","0","0","0","539,000","406,000","133,000","133,000",
="00680L","元大美債20正2   ","0","0","0","0","0","0","108,000","0","0","0","109,000","1,000","108,000","108,000",
="00700","富邦H股         ","0","3,000","-3,000","0","0","0","62,000","0","0","0","95,000","33,000","62,000","59,000",
="0051","元大中型100     ","0","0","0","0","0","0","57,000","0","0","0","57,000","0","57,000","57,000",
="00631L","元大台灣50正2   ","0","4,000","-4,000","0","0","0","59,000","0","12,000","-12,000","185,000","114,000","71,000","55,000",
="0061","元大寶滬深      ","10,000","0","10,000","0","0","0","18,000","257,000","0","257,000","903,000","1,142,000","-239,000","28,000",
="00688L","國泰20年美債正2 ","0","26,000","-26,000","0","0","0","54,000","0","0","0","260,000","206,000","54,000","28,000",
="00674R","元大S&P黃金反1  ","2,000","0","2,000","0","0","0","20,000","0","0","0","25,000","5,000","20,000","22,000",
="00670L","富邦NASDAQ正2   ","0","51,000","-51,000","0","0","0","70,000","0","0","0","72,000","2,000","70,000","19,000",
="008201","BP上證50        ","0","0","0","0","0","0","15,200","0","0","0","15,200","0","15,200","15,200",
="00640L","富邦日本正2     ","6,000","0","6,000","0","0","0","7,000","0","5,000","-5,000","416,000","404,000","12,000","13,000",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","9,000","0","0","0","211,000","202,000","9,000","9,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","7,000","0","0","0","7,000","0","7,000","7,000",
="0053","元大電子        ","0","0","0","0","0","0","7,000","0","0","0","7,000","0","7,000","7,000",
="0054","元大台商50      ","0","0","0","0","0","0","7,000","0","0","0","7,000","0","7,000","7,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","4,000",
="00690","兆豐藍籌30      ","0","0","0","0","0","0","4,000","0","0","0","8,000","4,000","4,000","4,000",
="00658L","國泰日本正2     ","13,000","0","13,000","0","0","0","-11,000","0","0","0","0","11,000","-11,000","2,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="0059","富邦金融        ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="00666R","富邦H股反1      ","6,000","0","6,000","0","0","0","-5,000","0","0","0","55,000","60,000","-5,000","1,000",
="00685L","群益臺灣加權正2 ","0","0","0","0","0","0","1,000","0","0","0","4,000","3,000","1,000","1,000",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","100","100","0","0",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","100","100","0","0",
="00625K","富邦上証+R      ","0","0","0","0","0","0","0","0","0","0","50,000","50,000","0","0",
="00649","FH香港          ","0","0","0","0","0","0","0","0","0","0","120,000","120,000","0","0",
