"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00633L","富邦上証正2     ","2,000","90,000","-88,000","0","0","0","8,713,000","671,000","10,000","661,000","11,094,000","3,042,000","8,052,000","8,625,000",
="0061","元大寶滬深      ","1,048,200","0","1,048,200","50,000","0","50,000","5,631,000","760,000","602,000","158,000","7,722,000","2,249,000","5,473,000","6,729,200",
="006206","元大上證50      ","0","0","0","40,000","0","40,000","3,032,000","248,000","0","248,000","4,127,000","1,343,000","2,784,000","3,072,000",
="006205","富邦上証        ","8,000","8,000","0","650,000","0","650,000","2,216,000","927,000","0","927,000","5,977,000","4,688,000","1,289,000","2,866,000",
="006207","FH滬深          ","0","0","0","527,000","0","527,000","567,000","816,000","80,000","736,000","2,687,000","2,856,000","-169,000","1,094,000",
="0055","元大MSCI金融    ","570,000","0","570,000","110,000","0","110,000","-320,000","300,000","0","300,000","12,000","632,000","-620,000","360,000",
="008201","BP上證50        ","0","0","0","0","0","0","128,700","0","0","0","133,100","4,400","128,700","128,700",
="0054","元大台商50      ","4,000","0","4,000","0","0","0","45,000","0","0","0","48,000","3,000","45,000","49,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","49,000","0","0","0","50,000","1,000","49,000","49,000",
="0053","元大電子        ","3,000","0","3,000","0","0","0","35,000","0","0","0","36,000","1,000","35,000","38,000",
="0059","富邦金融        ","0","0","0","0","0","0","36,000","0","0","0","36,000","0","36,000","36,000",
="0058","富邦發達        ","0","0","0","0","0","0","8,000","0","0","0","8,000","0","8,000","8,000",
="0051","元大中型100     ","10,000","0","10,000","0","0","0","-4,000","0","0","0","2,000","6,000","-4,000","6,000",
="0057","富邦摩台        ","58,000","0","58,000","0","0","0","-57,000","0","0","0","1,000","58,000","-57,000","1,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","-2,250","0","0","0","3,000","5,250","-2,250","-2,250",
="0056","元大高股息      ","0","5,000","-5,000","0","0","0","-147,000","30,000","0","30,000","158,000","335,000","-177,000","-152,000",
="00631L","元大台灣50正2   ","1,000","0","1,000","0","0","0","-647,000","10,000","47,000","-37,000","609,000","1,219,000","-610,000","-646,000",
="00632R","元大台灣50反1   ","0","150,000","-150,000","0","0","0","-1,865,000","415,000","120,000","295,000","753,000","2,913,000","-2,160,000","-2,015,000",
="0050","元大台灣50      ","3,129,000","2,594,000","535,000","0","30,000","-30,000","-6,202,000","40,000","144,000","-104,000","490,000","6,588,000","-6,098,000","-5,697,000",
="00634R","富邦上証反1     ","0","0","0","0","0","0","-7,911,000","25,000","100,000","-75,000","4,532,000","12,368,000","-7,836,000","-7,911,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
