"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2  ","17,331,000","554,000","16,777,000","0","0","0","0","0","0","60,904,000","910,000","1,000,000","-90,000","73,933,000","12,939,000","60,994,000","77,681,000",
="00632R","元大台灣50反1   ","10,949,000","3,000","10,946,000","0","0","0","0","0","0","57,401,000","4,059,000","8,778,000","-4,719,000","63,801,000","1,681,000","62,120,000","68,347,000",
="00633L","富邦上証正2     ","8,114,000","2,000","8,112,000","0","0","0","0","0","0","19,004,000","245,000","875,000","-630,000","24,960,000","5,326,000","19,634,000","27,116,000",
="00655L","國泰中國A50正2  ","4,966,000","1,000","4,965,000","0","0","0","0","0","0","9,747,650","0","0","0","13,531,650","3,784,000","9,747,650","14,712,650",
="00664R","國泰臺灣加權反1 ","0","0","0","0","0","0","0","0","0","3,829,000","1,516,000","0","1,516,000","4,818,000","2,505,000","2,313,000","3,829,000",
="00636","國泰中國A50     ","799,000","2,000","797,000","0","0","0","0","0","0","2,099,000","112,000","102,000","10,000","3,450,000","1,361,000","2,089,000","2,896,000",
="006205","富邦上証        ","1,418,000","0","1,418,000","0","0","0","0","0","0","1,376,519","0","60,000","-60,000","3,057,519","1,621,000","1,436,519","2,794,519",
="0061","元大寶滬深      ","0","0","0","0","0","0","0","0","0","2,544,000","250,000","0","250,000","2,718,000","424,000","2,294,000","2,544,000",
="00676R","富邦臺灣加權反1 ","121,000","71,000","50,000","0","0","0","0","0","0","1,872,000","0","0","0","2,063,000","191,000","1,872,000","1,922,000",
="00683L","元大美元指數正2 ","5,000","0","5,000","0","0","0","0","0","0","1,246,000","0","145,000","-145,000","1,391,000","0","1,391,000","1,251,000",
="00639","富邦深100       ","218,000","0","218,000","0","0","0","0","0","0","733,000","0","15,000","-15,000","2,251,000","1,503,000","748,000","951,000",
="00642U","元大S&P石油     ","404,000","0","404,000","0","0","0","0","0","0","537,000","0","0","0","539,000","2,000","537,000","941,000",
="006206","元大上證50      ","186,000","0","186,000","0","0","0","0","0","0","483,000","80,000","28,000","52,000","594,000","163,000","431,000","669,000",
="00729R","第一金工業30反1 ","0","0","0","0","0","0","0","0","0","589,000","0","0","0","857,000","268,000","589,000","589,000",
="00643","群益深証中小    ","0","173,000","-173,000","0","0","0","0","0","0","722,000","10,000","0","10,000","1,058,000","346,000","712,000","549,000",
="006207","FH滬深          ","250,000","0","250,000","0","0","0","0","0","0","236,000","0","0","0","311,000","75,000","236,000","486,000",
="00640L","富邦日本正2     ","224,000","0","224,000","0","0","0","0","0","0","78,000","15,000","260,000","-245,000","564,000","241,000","323,000","302,000",
="00686R","群益臺灣加權反1 ","0","0","0","0","0","0","0","0","0","237,000","0","0","0","303,000","66,000","237,000","237,000",
="00662","富邦NASDAQ      ","0","0","0","0","0","0","0","0","0","217,000","0","0","0","256,000","39,000","217,000","217,000",
="00653L","富邦印度正2     ","279,000","0","279,000","0","0","0","0","0","0","-72,000","0","0","0","50,000","122,000","-72,000","207,000",
="00665L","富邦恒生國企正2 ","57,000","28,000","29,000","0","0","0","0","0","0","112,000","50,000","0","50,000","561,000","499,000","62,000","141,000",
="00717","富邦美國特別股  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","259,000","119,000","140,000","140,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","0","0","0","137,000","0","0","0","163,000","26,000","137,000","137,000",
="00728","第一金工業30    ","0","0","0","0","0","0","0","0","0","118,000","0","0","0","289,000","171,000","118,000","118,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","86,000","0","0","0","96,000","10,000","86,000","86,000",
="00703","台新MSCI中國    ","0","0","0","0","0","0","0","0","0","78,000","0","0","0","133,000","55,000","78,000","78,000",
="00682U","元大美元指數    ","12,000","0","12,000","0","0","0","0","0","0","62,000","0","0","0","62,000","0","62,000","74,000",
="00700","富邦恒生國企    ","0","0","0","0","0","0","0","0","0","63,000","0","0","0","64,000","1,000","63,000","63,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","0","0","0","57,000","0","0","0","57,000","0","57,000","57,000",
="00672L","元大S&P原油正2  ","69,000","0","69,000","0","0","0","0","0","0","-15,000","316,000","0","316,000","305,000","636,000","-331,000","54,000",
="00646","元大S&P500      ","50,000","0","50,000","0","0","0","0","0","0","0","0","0","0","0","0","0","50,000",
="00678","群益NBI生技     ","42,000","0","42,000","0","0","0","0","0","0","-1,000","0","0","0","300,000","301,000","-1,000","41,000",
="00649","FH香港          ","3,000","3,000","0","0","0","0","0","38,000","-38,000","70,000","0","0","0","77,000","7,000","70,000","32,000",
="00650L","FH香港正2       ","0","0","0","0","0","0","0","0","0","20,000","0","0","0","53,000","33,000","20,000","20,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","20,000","10,000","10,000","0","68,000","48,000","20,000","20,000",
="00660","元大歐洲50      ","16,000","0","16,000","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","17,000",
="00671R","富邦NASDAQ反1   ","0","0","0","0","0","0","0","0","0","16,000","0","0","0","130,000","114,000","16,000","16,000",
="00702","國泰標普低波高息","0","0","0","0","0","0","0","0","0","14,000","0","0","0","19,000","5,000","14,000","14,000",
="00667","元大韓國        ","0","0","0","0","0","0","0","0","0","12,000","0","0","0","13,000","1,000","12,000","12,000",
="00668","國泰美國道瓊    ","0","0","0","0","0","0","0","0","0","11,000","0","0","0","71,000","60,000","11,000","11,000",
="00710B","FH彭博高收益債  ","20,000","0","20,000","0","0","0","0","0","0","-9,000","0","0","0","11,000","20,000","-9,000","11,000",
="00709","富邦歐洲        ","0","0","0","0","0","0","0","0","0","10,000","0","0","0","111,000","101,000","10,000","10,000",
="00691R","兆豐藍籌30反1   ","0","0","0","0","0","0","0","0","0","10,000","0","0","0","15,000","5,000","10,000","10,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","0","0","0","10,000","0","0","0","152,000","142,000","10,000","10,000",
="00647L","元大S&P500正2   ","9,000","1,000","8,000","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","9,000",
="008201","BP上證50        ","0","0","0","0","0","0","0","0","0","6,500","0","0","0","7,900","1,400","6,500","6,500",
="00657","國泰日經225     ","0","0","0","0","0","0","0","0","0","5,000","0","0","0","21,000","16,000","5,000","5,000",
="00705R","台新MSCI台灣反1 ","0","0","0","0","0","0","0","0","0","4,000","0","0","0","9,000","5,000","4,000","4,000",
="00712","FH富時不動產    ","11,000","0","11,000","0","0","0","0","0","0","-9,000","0","0","0","2,000","11,000","-9,000","2,000",
="00714","群益道瓊美國地產","0","0","0","0","0","0","0","0","0","2,000","0","0","0","102,000","100,000","2,000","2,000",
="00652","富邦印度        ","22,000","0","22,000","0","0","0","0","0","0","-20,000","0","0","0","7,000","27,000","-20,000","2,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","13,000","11,000","2,000","2,000",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","3,000","1,000","2,000","2,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","0","0","0","2,000","0","0","0","2,000","0","2,000","2,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","0","0","0","0","20,000","20,000","0","0",
="00636K","國泰中國A50+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","9,200","9,200","0","0",
="00657K","國泰日經225+U   ","0","0","0","0","0","0","0","0","0","0","0","0","0","5,100","5,100","0","0",
="00668K","國泰美國道瓊+U  ","0","0","0","0","0","0","0","0","0","0","0","0","0","6,000","6,000","0","0",
="00689R","國泰20年美債反1 ","0","0","0","0","0","0","0","0","0","0","0","0","0","200,000","200,000","0","0",
="00688L","國泰20年美債正2 ","20,000","1,000","19,000","0","0","0","0","0","0","-20,000","0","0","0","216,000","236,000","-20,000","-1,000",
