"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","700,000","377,000","323,000","0","0","0","10,282,000","8,334,000","1,948,000","6,709,000",
="0050","元大台灣50      ","570,000","514,000","56,000","0","110,000","-110,000","5,058,000","4,332,000","726,000","3,552,000",
="0055","元大MSCI金融    ","621,000","0","621,000","0","0","0","742,000","638,000","104,000","1,155,000",
="006205","富邦上証        ","193,000","0","193,000","0","0","0","7,757,000","4,086,000","3,671,000","608,000",
="006204","永豐臺灣加權    ","0","2,000","-2,000","0","0","0","703,100","426,000","277,100","146,900",
="006206","元大上證50      ","249,000","0","249,000","0","0","0","675,000","270,000","405,000","114,000",
="0051","元大中型100     ","19,000","0","19,000","0","0","0","1,000","0","1,000","18,000",
="0053","元大電子        ","15,000","0","15,000","0","0","0","0","0","0","15,000",
="0054","元大台商50      ","15,000","0","15,000","0","0","0","0","0","0","15,000",
="006203","元大MSCI台灣    ","3,000","0","3,000","0","0","0","2,000","2,000","0","5,000",
="0059","富邦金融        ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0080","恒中國          ","1,400","0","1,400","0","0","0","0","0","0","1,400",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","1,000","1,000","0",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="006207","FH滬深          ","0","0","0","0","0","0","1,902,000","899,000","1,003,000","-104,000",
="0056","元大高股息      ","0","53,000","-53,000","0","0","0","69,000","3,000","66,000","-116,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
