"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"2367","燿華            ","8,321,000","1,393,155","6,927,845","0","0","0","1,506,000","0","1,506,000","1,859,000","543,000","1,420,000","-877,000","3,373,000","637,000","2,736,000","10,292,845",
="073431","鴻海群益78購01  ","0","0","0","0","0","0","0","0","0","8,799,000","0","0","0","10,327,000","1,528,000","8,799,000","8,799,000",
"2323","中環            ","9,008,000","328,000","8,680,000","0","0","0","0","0","0","0","0","0","0","0","0","0","8,680,000",
"2303","聯電            ","25,637,548","18,007,200","7,630,348","0","0","0","0","0","0","279,000","375,000","37,000","338,000","1,501,000","1,560,000","-59,000","7,909,348",
"3702","大聯大          ","7,277,563","551,000","6,726,563","0","0","0","0","100,000","-100,000","256,000","500,000","250,000","250,000","45,000","39,000","6,000","6,882,563",
"1101","台泥            ","13,018,500","8,348,000","4,670,500","0","0","0","0","0","0","1,613,000","1,245,000","347,000","898,000","867,000","152,000","715,000","6,283,500",
"2801","彰銀            ","7,999,325","2,815,000","5,184,325","0","0","0","0","0","0","4,000","0","0","0","4,000","0","4,000","5,188,325",
="0050","元大台灣50      ","3,549,000","23,000","3,526,000","0","0","0","0","0","0","1,085,000","370,000","1,429,000","-1,059,000","2,285,000","141,000","2,144,000","4,611,000",
="073200","潤泰全麥證78購01","0","0","0","5,084,000","59,000","5,025,000","0","0","0","4,593,000","0","0","0","5,125,000","532,000","4,593,000","4,593,000",
"2887","台新金          ","10,036,000","5,627,804","4,408,196","0","0","0","0","0","0","2,000","11,000","0","11,000","0","9,000","-9,000","4,410,196",
="072531","潤泰全麥證77購01","0","0","0","6,038,000","740,000","5,298,000","0","0","0","4,328,000","0","0","0","6,618,000","2,290,000","4,328,000","4,328,000",
"1303","南亞            ","7,078,470","2,948,000","4,130,470","0","0","0","0","0","0","-94,000","20,000","0","20,000","6,000","120,000","-114,000","4,036,470",
="072638","致茂麥證77購01  ","0","0","0","4,527,000","467,000","4,060,000","0","0","0","4,029,000","0","0","0","4,534,000","505,000","4,029,000","4,029,000",
