"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","339,000","16,000","323,000","0","0","0","2,140,000","1,314,000","826,000","811,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","281,000","231,000","50,000","181,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","136,000","136,000","0","136,000",
="0053","元大電子        ","4,000","0","4,000","0","0","0","42,000","42,000","0","46,000",
="0054","元大台商50      ","0","0","0","0","0","0","37,000","37,000","0","37,000",
="0052","富邦科技        ","0","0","0","0","0","0","21,000","21,000","0","21,000",
="0059","富邦金融        ","0","0","0","0","0","0","15,000","15,000","0","15,000",
="0058","富邦發達        ","0","0","0","0","0","0","14,000","14,000","0","14,000",
="0057","富邦摩台        ","0","0","0","0","0","0","8,000","7,000","1,000","6,000",
="0051","元大中型100     ","0","0","0","0","0","0","2,000","2,000","0","2,000",
="0056","元大高股息      ","1,000","0","1,000","0","0","0","0","0","0","1,000",
="006208","富邦台50        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="006205","富邦上証        ","0","25,000","-25,000","0","0","0","7,405,000","3,648,000","3,757,000","-134,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","2,873,000","975,000","1,898,000","-923,000",
="006207","FH滬深          ","8,000","0","8,000","0","324,000","-324,000","655,000","20,000","635,000","-931,000",
="006206","元大上證50      ","10,000","0","10,000","0","0","0","10,729,000","3,651,000","7,078,000","-3,417,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
