"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0050","元大台灣50      ","9,824,000","88,000","9,736,000","0","0","0","226,000","1,000","500,000","-499,000","2,581,000","1,856,000","725,000","9,962,000",
="00642U","元大S&P石油     ","421,000","0","421,000","0","250,000","-250,000","4,820,000","0","0","0","4,931,000","111,000","4,820,000","4,991,000",
="0056","元大高股息      ","18,000","36,000","-18,000","0","0","0","4,070,000","0","0","0","4,070,000","0","4,070,000","4,052,000",
="00631L","元大台灣50正2   ","0","675,000","-675,000","0","0","0","2,235,000","1,229,000","180,000","1,049,000","4,564,000","3,378,000","1,186,000","1,560,000",
="00659R","國泰日本反1     ","0","0","0","0","0","0","698,000","0","0","0","809,000","111,000","698,000","698,000",
="0055","元大MSCI金融    ","29,000","0","29,000","0","0","0","562,000","0","0","0","562,000","0","562,000","591,000",
="00641R","富邦日本反1     ","0","0","0","0","0","0","456,000","229,000","235,000","-6,000","2,907,000","2,445,000","462,000","456,000",
="006207","FH滬深          ","0","0","0","0","0","0","382,000","20,000","0","20,000","822,000","460,000","362,000","382,000",
="00650L","FH香港正2       ","8,000","0","8,000","0","0","0","350,000","0","0","0","392,000","42,000","350,000","358,000",
="00634R","富邦上証反1     ","27,000","140,000","-113,000","0","0","0","267,000","496,000","21,000","475,000","1,077,000","1,285,000","-208,000","154,000",
="00653L","富邦印度正2     ","0","150,000","-150,000","0","0","0","230,000","0","0","0","892,000","662,000","230,000","80,000",
="00638R","元大滬深300反1  ","62,000","0","62,000","0","0","0","8,000","0","0","0","11,000","3,000","8,000","70,000",
="00652","富邦印度        ","0","0","0","0","0","0","63,000","0","150,000","-150,000","1,050,000","837,000","213,000","63,000",
="00649","FH香港          ","0","0","0","0","0","0","25,000","0","0","0","32,000","7,000","25,000","25,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","18,000","0","0","0","18,000","0","18,000","18,000",
="0054","元大台商50      ","0","0","0","0","0","0","7,000","0","0","0","7,000","0","7,000","7,000",
="0053","元大電子        ","0","0","0","0","0","0","6,000","0","0","0","10,000","4,000","6,000","6,000",
="006208","富邦台50        ","0","0","0","0","0","0","3,000","0","0","0","3,000","0","3,000","3,000",
="00647L","元大S&P500正2   ","0","0","0","0","0","0","2,000","0","0","0","18,000","16,000","2,000","2,000",
="0051","元大中型100     ","0","0","0","0","0","0","1,000","0","0","0","3,000","2,000","1,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","0","0","0","2,000","1,000","1,000","1,000",
="0059","富邦金融        ","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0",
="0057","富邦摩台        ","0","0","0","0","0","0","-1,000","0","0","0","0","1,000","-1,000","-1,000",
="006206","元大上證50      ","0","0","0","0","0","0","-3,000","40,000","0","40,000","437,000","480,000","-43,000","-3,000",
="0061","元大寶滬深      ","0","249,000","-249,000","0","0","0","185,000","210,000","0","210,000","505,000","530,000","-25,000","-64,000",
="00654R","富邦印度反1     ","0","0","0","0","0","0","-81,000","0","0","0","728,000","809,000","-81,000","-81,000",
="00656R","國泰中國A50反1  ","0","0","0","0","0","0","-110,000","0","0","0","22,000","132,000","-110,000","-110,000",
="00651R","FH香港反1       ","0","12,000","-12,000","0","0","0","-105,000","0","0","0","27,000","132,000","-105,000","-117,000",
="00645","富邦日本        ","0","0","0","0","0","0","-141,000","75,000","0","75,000","873,000","1,089,000","-216,000","-141,000",
="00635U","元大S&P黃金     ","0","0","0","0","0","0","-148,000","0","0","0","72,000","220,000","-148,000","-148,000",
="00646","元大S&P500      ","0","0","0","0","0","0","-176,000","0","0","0","202,000","378,000","-176,000","-176,000",
="00655L","國泰中國A50正2  ","8,000","0","8,000","0","0","0","-362,000","0","0","0","556,000","918,000","-362,000","-354,000",
="006205","富邦上証        ","0","346,000","-346,000","0","0","0","-156,000","250,000","270,000","-20,000","1,598,000","1,734,000","-136,000","-502,000",
="00636","國泰中國A50     ","0","152,000","-152,000","0","0","0","-464,000","100,000","0","100,000","465,000","1,029,000","-564,000","-616,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","-661,000","0","0","0","974,000","1,635,000","-661,000","-661,000",
="00648R","元大S&P500反1   ","2,000","0","2,000","0","0","0","-1,766,000","0","0","0","156,000","1,922,000","-1,766,000","-1,764,000",
="00657","國泰日經225     ","0","0","0","0","0","0","-2,135,000","0","0","0","1,040,000","3,175,000","-2,135,000","-2,135,000",
="00639","富邦深100       ","0","0","0","0","0","0","-5,145,000","50,000","210,000","-160,000","27,000","5,012,000","-4,985,000","-5,145,000",
="00643","群益深証中小    ","0","0","0","0","0","0","-5,609,000","0","0","0","1,196,000","6,805,000","-5,609,000","-5,609,000",
="00640L","富邦日本正2     ","0","2,618,000","-2,618,000","0","0","0","-6,527,000","0","10,000","-10,000","2,776,000","9,293,000","-6,517,000","-9,145,000",
="00633L","富邦上証正2     ","53,000","2,448,000","-2,395,000","0","0","0","-8,986,000","3,487,000","674,000","2,813,000","4,362,000","16,161,000","-11,799,000","-11,381,000",
="00637L","元大滬深300正2  ","0","3,517,000","-3,517,000","0","0","0","-15,748,000","5,245,000","640,000","4,605,000","9,310,000","29,663,000","-20,353,000","-19,265,000",
="00632R","元大台灣50反1   ","2,596,000","0","2,596,000","100,000","0","100,000","-108,047,000","4,410,000","2,143,000","2,267,000","2,954,000","113,268,000","-110,314,000","-105,351,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
