"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","9,925,000","202,000","9,723,000","0","0","0","8,675,000","6,256,000","2,419,000","13,560,000",
="0055","元大MSCI金融    ","346,000","0","346,000","0","0","0","595,000","595,000","0","941,000",
="0056","元大高股息      ","77,000","0","77,000","0","0","0","297,000","297,000","0","374,000",
="006204","永豐臺灣加權    ","200,000","0","200,000","0","0","0","490,000","242,000","248,000","194,000",
="0053","元大電子        ","228,000","0","228,000","0","0","0","218,000","14,000","204,000","38,000",
="0059","富邦金融        ","76,000","0","76,000","0","0","0","86,000","20,000","66,000","30,000",
="0051","元大中型100     ","26,000","0","26,000","0","0","0","0","0","0","26,000",
="0052","富邦科技        ","41,000","0","41,000","0","0","0","59,000","19,000","40,000","20,000",
="0054","元大台商50      ","10,000","0","10,000","0","0","0","0","0","0","10,000",
="006203","元大MSCI台灣    ","6,000","0","6,000","0","0","0","0","0","0","6,000",
="0057","富邦摩台        ","0","145,000","-145,000","0","0","0","150,000","150,000","0","5,000",
="0058","富邦發達        ","0","0","0","0","0","0","4,000","4,000","0","4,000",
="006208","富邦台50        ","0","0","0","0","0","0","56,000","7,000","49,000","-42,000",
="006207","FH滬深          ","0","0","0","0","0","0","372,000","19,000","353,000","-334,000",
="006206","元大上證50      ","0","0","0","0","0","0","2,470,000","945,000","1,525,000","-580,000",
="006205","富邦上証        ","0","1,000,000","-1,000,000","0","0","0","5,548,000","2,268,000","3,280,000","-2,012,000",
="0061","元大寶滬深      ","0","20,000","-20,000","0","0","0","4,256,000","1,011,000","3,245,000","-2,254,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
