"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"2303","聯電            ","83,847,000","84,485,330","-638,330","0","0","0","5,982,000","527,000","5,455,000","7,389,000","4,316,000","2,367,000","1,949,000","5,881,000","441,000","5,440,000","12,205,670",
"2313","華通            ","14,325,000","4,541,000","9,784,000","0","0","0","467,000","59,000","408,000","1,515,000","1,078,000","1,837,000","-759,000","3,428,000","1,154,000","2,274,000","11,707,000",
="073940","華邦電麥證79購01","0","0","0","8,787,000","137,000","8,650,000","0","0","0","8,587,000","0","0","0","8,793,000","206,000","8,587,000","8,587,000",
"3481","群創            ","14,995,444","7,671,229","7,324,215","0","0","0","0","21,000","-21,000","-625,000","4,000","0","4,000","1,138,000","1,767,000","-629,000","6,678,215",
"2330","台積電          ","27,891,353","20,627,109","7,264,244","0","0","0","50,000","528,000","-478,000","-269,000","333,000","480,000","-147,000","409,000","531,000","-122,000","6,517,244",
"6153","嘉聯益          ","5,169,000","806,000","4,363,000","0","0","0","1,139,000","215,000","924,000","1,049,211","2,047,000","1,345,789","701,211","985,000","637,000","348,000","6,336,211",
"1101","台泥            ","8,399,000","2,494,000","5,905,000","0","0","0","375,000","27,000","348,000","-185,000","88,000","382,000","-294,000","149,000","40,000","109,000","6,068,000",
"2888","新光金          ","12,385,000","6,111,300","6,273,700","0","0","0","0","0","0","-416,000","0","384,000","-384,000","741,000","773,000","-32,000","5,857,700",
="077521","智易麥證7B購01  ","0","0","0","7,561,000","1,410,000","6,151,000","0","0","0","5,764,000","0","0","0","7,610,000","1,846,000","5,764,000","5,764,000",
="075065","華邦電麥證7A購02","0","0","0","6,873,000","448,000","6,425,000","0","0","0","5,637,000","0","0","0","6,974,000","1,337,000","5,637,000","5,637,000",
="072519","統一麥證77購01  ","0","0","0","5,419,000","16,000","5,403,000","0","0","0","5,396,000","0","0","0","5,419,000","23,000","5,396,000","5,396,000",
="074482","盛群麥證7A購01  ","0","0","0","4,521,000","125,000","4,396,000","0","0","0","4,435,000","0","0","0","4,620,000","185,000","4,435,000","4,435,000",
"2349","錸德            ","4,975,000","1,261,000","3,714,000","0","0","0","0","0","0","544,000","1,115,000","571,000","544,000","0","0","0","4,258,000",
="073325","祥碩麥證78購01  ","0","0","0","4,459,000","67,000","4,392,000","0","0","0","4,248,000","0","0","0","4,465,000","217,000","4,248,000","4,248,000",
="074478","致伸麥證7A購01  ","0","0","0","4,295,000","102,000","4,193,000","0","0","0","4,193,000","0","0","0","4,295,000","102,000","4,193,000","4,193,000",
"1609","大亞            ","1,257,000","424,000","833,000","0","0","0","0","195,000","-195,000","3,528,000","0","0","0","3,778,000","250,000","3,528,000","4,166,000",
="072710","台苯麥證77購01  ","0","0","0","5,178,000","705,000","4,473,000","0","0","0","4,135,000","0","0","0","5,208,000","1,073,000","4,135,000","4,135,000",
"2891","中信金          ","14,526,416","10,122,059","4,404,357","0","0","0","0","624,000","-624,000","94,000","1,000","100,000","-99,000","276,000","83,000","193,000","3,874,357",
="073671","盛群麥證79購01  ","0","0","0","3,855,000","13,000","3,842,000","0","0","0","3,842,000","0","0","0","3,855,000","13,000","3,842,000","3,842,000",
"2317","鴻海            ","16,283,918","11,296,974","4,986,944","0","0","0","26,000","32,000","-6,000","-1,414,000","52,000","661,000","-609,000","442,000","1,247,000","-805,000","3,566,944",
="070921","鴻海國泰76購05  ","0","0","0","0","0","0","0","0","0","3,493,000","0","0","0","3,493,000","0","3,493,000","3,493,000",
="076389","祥碩麥證7A購02  ","0","0","0","4,996,000","1,568,000","3,428,000","0","0","0","3,428,000","0","0","0","4,996,000","1,568,000","3,428,000","3,428,000",
"8163","達方            ","4,006,000","450,000","3,556,000","0","0","0","0","0","0","-128,000","168,000","341,000","-173,000","148,000","103,000","45,000","3,428,000",
="078761","貿聯麥證7C購01  ","0","0","0","4,963,000","986,000","3,977,000","0","0","0","3,211,000","0","0","0","4,963,000","1,752,000","3,211,000","3,211,000",
="078186","新唐麥證7A購02  ","0","0","0","3,527,000","455,000","3,072,000","0","0","0","3,072,000","0","0","0","3,527,000","455,000","3,072,000","3,072,000",
"2031","新光鋼          ","1,715,000","121,000","1,594,000","0","0","0","0","89,000","-89,000","1,552,000","67,000","145,000","-78,000","1,654,000","24,000","1,630,000","3,057,000",
="079195","貿聯富邦7B購01  ","0","0","0","0","0","0","0","0","0","3,055,000","0","0","0","3,618,000","563,000","3,055,000","3,055,000",
="079018","台苯麥證7B購01  ","0","0","0","3,776,000","690,000","3,086,000","0","0","0","3,052,000","0","0","0","3,797,000","745,000","3,052,000","3,052,000",
="073948","亞光麥證7A購01  ","0","0","0","3,221,000","232,000","2,989,000","0","0","0","2,990,000","0","0","0","3,222,000","232,000","2,990,000","2,990,000",
="074850","創意元大79購01  ","0","0","0","0","0","0","0","0","0","2,986,000","0","0","0","3,096,000","110,000","2,986,000","2,986,000",
="077660","大同麥證7B購01  ","0","0","0","3,022,000","50,000","2,972,000","0","0","0","2,972,000","0","0","0","3,022,000","50,000","2,972,000","2,972,000",
"1102","亞泥            ","4,939,000","1,669,000","3,270,000","0","0","0","0","0","0","-339,000","45,000","429,000","-384,000","57,000","12,000","45,000","2,931,000",
="078819","國泰金麥證7B購01","0","0","0","4,209,000","1,575,000","2,634,000","0","0","0","2,872,000","0","0","0","4,462,000","1,590,000","2,872,000","2,872,000",
="077767","奇鋐麥證7A購01  ","0","0","0","2,952,000","60,000","2,892,000","0","0","0","2,848,000","0","0","0","2,952,000","104,000","2,848,000","2,848,000",
="076099","亞光麥證7A購02  ","0","0","0","3,276,000","441,000","2,835,000","0","0","0","2,835,000","0","0","0","3,276,000","441,000","2,835,000","2,835,000",
"1303","南亞            ","3,569,864","3,128,370","441,494","0","0","0","0","43,000","-43,000","2,416,000","108,000","50,000","58,000","2,446,000","88,000","2,358,000","2,814,494",
="077765","和大麥證7C購01  ","0","0","0","3,287,000","545,000","2,742,000","0","0","0","2,742,000","0","0","0","3,287,000","545,000","2,742,000","2,742,000",
="078808","台積電統一83購01","0","0","0","0","0","0","0","0","0","2,737,000","0","0","0","4,190,000","1,453,000","2,737,000","2,737,000",
"6116","彩晶            ","5,335,000","1,469,000","3,866,000","0","0","0","0","35,000","-35,000","-1,124,000","2,000","1,081,000","-1,079,000","20,000","65,000","-45,000","2,707,000",
="079106","全新麥證7B購01  ","0","0","0","5,788,000","3,139,000","2,649,000","0","0","0","2,649,000","0","0","0","6,346,000","3,697,000","2,649,000","2,649,000",
="00633L","富邦上証正2     ","25,000","218,000","-193,000","0","0","0","0","0","0","2,805,000","0","0","0","7,694,000","4,889,000","2,805,000","2,612,000",
="070070","鴻海統一79購01  ","0","0","0","0","0","0","0","0","0","2,589,000","0","0","0","4,024,000","1,435,000","2,589,000","2,589,000",
="075225","貿聯麥證7A購02  ","0","0","0","2,570,000","21,000","2,549,000","0","0","0","2,549,000","0","0","0","2,570,000","21,000","2,549,000","2,549,000",
="078183","貿聯麥證7A購04  ","0","0","0","3,095,000","562,000","2,533,000","0","0","0","2,533,000","0","0","0","3,095,000","562,000","2,533,000","2,533,000",
="077305","智易麥證7A購01  ","0","0","0","2,589,000","28,000","2,561,000","0","0","0","2,524,000","0","0","0","2,589,000","65,000","2,524,000","2,524,000",
="0050","元大台灣50      ","2,682,000","122,000","2,560,000","0","0","0","0","0","0","-45,000","106,000","172,000","-66,000","566,000","545,000","21,000","2,515,000",
="062264","大立光群益77購04","0","0","0","0","0","0","0","0","0","2,491,000","0","0","0","2,491,000","0","2,491,000","2,491,000",
="072715","台積電麥證77購02","0","0","0","2,440,000","0","2,440,000","0","0","0","2,440,000","0","0","0","2,440,000","0","2,440,000","2,440,000",
="075432","和大麥證79購01  ","0","0","0","4,823,000","942,000","3,881,000","0","0","0","2,431,000","0","0","0","5,233,000","2,802,000","2,431,000","2,431,000",
="079475","華邦電永昌7C購01","0","0","0","0","0","0","0","0","0","2,413,000","0","0","0","2,454,000","41,000","2,413,000","2,413,000",
="075444","長虹麥證79購01  ","0","0","0","2,399,000","32,000","2,367,000","0","0","0","2,367,000","0","0","0","2,399,000","32,000","2,367,000","2,367,000",
="076101","台勝科麥證7A購01","0","0","0","3,153,000","788,000","2,365,000","0","0","0","2,365,000","0","0","0","3,153,000","788,000","2,365,000","2,365,000",
="074177","華邦電凱基78購02","0","0","0","0","0","0","0","0","0","2,349,000","0","0","0","4,092,000","1,743,000","2,349,000","2,349,000",
="00699R","元大美債7-10反1 ","0","0","0","0","0","0","0","0","0","2,347,000","0","0","0","2,347,000","0","2,347,000","2,347,000",
="079374","泰山元大7B購01  ","0","0","0","0","0","0","0","0","0","2,344,000","0","0","0","2,514,000","170,000","2,344,000","2,344,000",
="077784","台積電凱基7A購01","0","0","0","0","0","0","0","0","0","2,245,000","0","0","0","2,579,000","334,000","2,245,000","2,245,000",
"4976","佳凌            ","3,656,867","1,450,000","2,206,867","0","0","0","332,000","0","332,000","-297,000","64,000","361,000","-297,000","0","0","0","2,241,867",
="079102","大同麥證7C購01  ","0","0","0","2,236,000","20,000","2,216,000","0","0","0","2,216,000","0","0","0","2,236,000","20,000","2,216,000","2,216,000",
="00681R","元大美債20反1   ","535,000","0","535,000","0","0","0","0","0","0","1,674,000","0","0","0","1,674,000","0","1,674,000","2,209,000",
="079268","華邦電凱基7B購01","0","0","0","0","0","0","0","0","0","2,179,000","0","0","0","3,216,000","1,037,000","2,179,000","2,179,000",
="080429","國泰金麥證7C購01","0","0","0","2,652,000","513,000","2,139,000","0","0","0","2,179,000","0","0","0","2,692,000","513,000","2,179,000","2,179,000",
="07275P","奇力新元大7A售03","0","0","0","0","0","0","0","0","0","2,175,000","0","0","0","3,949,000","1,774,000","2,175,000","2,175,000",
="080421","華邦電麥證81購01","0","0","0","2,225,000","58,000","2,167,000","0","0","0","2,167,000","0","0","0","2,225,000","58,000","2,167,000","2,167,000",
="071650","康普國泰78購02  ","0","0","0","0","0","0","0","0","0","2,162,000","0","0","0","2,746,000","584,000","2,162,000","2,162,000",
="073995","奇美材元大78購01","0","0","0","0","0","0","0","0","0","2,162,000","0","0","0","2,559,000","397,000","2,162,000","2,162,000",
="074602","台積電中信79購03","0","0","0","0","0","0","0","0","0","2,103,000","0","0","0","2,327,000","224,000","2,103,000","2,103,000",
="076604","台積電凱基7C購01","0","0","0","0","0","0","0","0","0","2,102,000","0","0","0","2,102,000","0","2,102,000","2,102,000",
="074941","順德麥證79購02  ","0","0","0","4,049,000","1,949,000","2,100,000","0","0","0","2,100,000","0","0","0","4,049,000","1,949,000","2,100,000","2,100,000",
="077811","大同統一7B購01  ","0","0","0","0","0","0","0","0","0","2,083,000","0","0","0","2,188,000","105,000","2,083,000","2,083,000",
="074468","統一麥證7A購01  ","0","0","0","2,070,000","21,000","2,049,000","0","0","0","2,049,000","0","0","0","2,070,000","21,000","2,049,000","2,049,000",
="075445","矽創麥證79購01  ","0","0","0","3,127,000","1,084,000","2,043,000","0","0","0","2,043,000","0","0","0","3,127,000","1,084,000","2,043,000","2,043,000",
="073670","盛群麥證78購01  ","0","0","0","2,043,000","8,000","2,035,000","0","0","0","2,035,000","0","0","0","2,043,000","8,000","2,035,000","2,035,000",
"5469","瀚宇博          ","1,365,000","157,000","1,208,000","0","0","0","0","0","0","820,000","492,000","0","492,000","376,000","48,000","328,000","2,028,000",
="076094","大同麥證79購01  ","0","0","0","2,480,000","476,000","2,004,000","0","0","0","2,004,000","0","0","0","2,480,000","476,000","2,004,000","2,004,000",
="080299","貿聯元大7C購01  ","0","0","0","0","0","0","0","0","0","1,964,000","0","0","0","2,291,000","327,000","1,964,000","1,964,000",
="080420","華邦電麥證7C購01","0","0","0","2,029,000","68,000","1,961,000","0","0","0","1,961,000","0","0","0","2,029,000","68,000","1,961,000","1,961,000",
="073672","矽格麥證79購01  ","0","0","0","2,966,000","799,000","2,167,000","0","0","0","1,946,000","0","0","0","2,966,000","1,020,000","1,946,000","1,946,000",
="075217","國泰金麥證79購01","0","0","0","2,672,000","786,000","1,886,000","0","0","0","1,923,000","0","1,000","-1,000","2,710,000","786,000","1,924,000","1,923,000",
="072862","矽格麥證77購01  ","0","0","0","3,569,000","1,649,000","1,920,000","0","0","0","1,920,000","0","0","0","3,569,000","1,649,000","1,920,000","1,920,000",
="071225","劍麟元富7A購01  ","0","0","0","0","0","0","0","0","0","1,889,000","0","0","0","1,889,000","0","1,889,000","1,889,000",
"2014","中鴻            ","1,227,000","419,000","808,000","0","0","0","0","0","0","1,046,000","805,000","0","805,000","241,000","0","241,000","1,854,000",
="079127","強茂元富7B購01  ","0","0","0","0","0","0","0","0","0","1,847,000","0","0","0","2,102,000","255,000","1,847,000","1,847,000",
"3406","玉晶光          ","2,545,000","762,000","1,783,000","0","0","0","35,000","0","35,000","21,000","89,000","52,000","37,000","101,000","117,000","-16,000","1,839,000",
="074948","新光金麥證7A購01","0","0","0","1,966,000","152,000","1,814,000","0","0","0","1,814,000","0","0","0","1,966,000","152,000","1,814,000","1,814,000",
="076683","貿聯永豐7A購01  ","0","0","0","0","0","0","0","0","0","1,797,000","0","0","0","1,947,000","150,000","1,797,000","1,797,000",
="078620","麗豐麥證7B購01  ","0","0","0","6,202,000","3,497,000","2,705,000","0","0","0","1,791,000","0","0","0","7,101,000","5,310,000","1,791,000","1,791,000",
="079591","貿聯凱基7B購02  ","0","0","0","0","0","0","0","0","0","1,791,000","0","0","0","2,315,000","524,000","1,791,000","1,791,000",
="073810","南茂麥證7A購01  ","0","0","0","1,789,000","0","1,789,000","0","0","0","1,789,000","0","0","0","1,789,000","0","1,789,000","1,789,000",
="077425","貿聯國泰7A購01  ","0","0","0","0","0","0","0","0","0","1,783,000","0","0","0","2,042,000","259,000","1,783,000","1,783,000",
