"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="0061","元大寶滬深      ","104,000","0","104,000","0","0","0","15,068,000","2,625,000","13,000","2,612,000","19,136,000","6,680,000","12,456,000","15,172,000",
="00633L","富邦上証正2     ","0","0","0","1,378,000","0","1,378,000","8,801,000","486,000","80,000","406,000","10,858,000","2,463,000","8,395,000","10,179,000",
="0050","元大台灣50      ","1,475,000","225,000","1,250,000","232,000","0","232,000","3,488,000","120,000","76,000","44,000","4,041,000","597,000","3,444,000","4,970,000",
="006205","富邦上証        ","0","0","0","0","0","0","2,350,000","470,000","850,000","-380,000","7,875,000","5,145,000","2,730,000","2,350,000",
="006206","元大上證50      ","0","0","0","0","0","0","1,904,000","230,000","0","230,000","3,982,000","2,308,000","1,674,000","1,904,000",
="0056","元大高股息      ","0","0","0","0","0","0","1,272,000","0","0","0","1,272,000","0","1,272,000","1,272,000",
="00631L","元大台灣50正2   ","0","0","0","0","0","0","463,000","27,000","0","27,000","619,000","183,000","436,000","463,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","48,000","0","0","0","48,000","0","48,000","48,000",
="0059","富邦金融        ","0","0","0","0","0","0","43,000","0","0","0","43,000","0","43,000","43,000",
="0051","元大中型100     ","0","0","0","0","0","0","37,000","0","0","0","38,000","1,000","37,000","37,000",
="008201","BP上證50        ","0","0","0","0","0","0","32,500","0","0","0","37,500","5,000","32,500","32,500",
="0054","元大台商50      ","0","0","0","0","0","0","31,000","0","0","0","32,000","1,000","31,000","31,000",
="0053","元大電子        ","0","0","0","0","0","0","24,000","0","0","0","24,000","0","24,000","24,000",
="0052","富邦科技        ","0","0","0","0","0","0","11,000","0","0","0","12,000","1,000","11,000","11,000",
="006208","富邦台50        ","0","0","0","0","0","0","6,000","0","0","0","7,000","1,000","6,000","6,000",
="0060","新台灣          ","0","0","0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000",
="0057","富邦摩台        ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0",
="0058","富邦發達        ","0","0","0","0","0","0","-1,000","0","0","0","1,000","2,000","-1,000","-1,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","-603,000","0","0","0","28,000","631,000","-603,000","-603,000",
="006207","FH滬深          ","0","1,000","-1,000","1,000,000","800,000","200,000","-1,494,000","0","0","0","4,517,000","6,011,000","-1,494,000","-1,295,000",
="00632R","元大台灣50反1   ","0","0","0","0","0","0","-4,858,000","66,000","1,300,000","-1,234,000","937,000","4,561,000","-3,624,000","-4,858,000",
="00634R","富邦上証反1     ","0","0","0","0","0","0","-5,032,000","0","25,000","-25,000","2,645,000","7,652,000","-5,007,000","-5,032,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
