"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0061","元大寶滬深      ","2,022,000","0","2,022,000","0","0","0","7,895,000","5,252,000","2,643,000","4,631,000",
="0056","元大高股息      ","0","6,000","-6,000","0","0","0","744,000","636,000","108,000","522,000",
="006207","FH滬深          ","27,000","2,000","25,000","0","0","0","809,000","585,000","224,000","386,000",
="006205","富邦上証        ","0","50,000","-50,000","0","1,300,000","-1,300,000","5,316,000","3,482,000","1,834,000","298,000",
="0051","元大中型100     ","16,000","0","16,000","0","0","0","8,000","8,000","0","24,000",
="0053","元大電子        ","16,000","0","16,000","0","0","0","3,000","0","3,000","13,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","12,000","12,000","0","12,000",
="0057","富邦摩台        ","10,000","0","10,000","0","0","0","0","0","0","10,000",
="0080","恒中國          ","6,200","0","6,200","0","0","0","0","0","0","6,200",
="0059","富邦金融        ","0","0","0","0","0","0","5,000","5,000","0","5,000",
="0052","富邦科技        ","0","0","0","0","0","0","9,000","7,000","2,000","5,000",
="0081","恒香港          ","700","0","700","0","0","0","0","0","0","700",
="0054","元大台商50      ","0","0","0","0","0","0","1,000","0","1,000","-1,000",
="0058","富邦發達        ","0","0","0","0","0","0","5,000","1,000","4,000","-3,000",
="006208","富邦台50        ","0","0","0","0","0","0","74,000","27,000","47,000","-20,000",
="006206","元大上證50      ","0","50,000","-50,000","0","0","0","658,000","279,000","379,000","-150,000",
="006204","永豐臺灣加權    ","0","0","0","0","0","0","1,113,400","103,000","1,010,400","-907,400",
="0055","元大MSCI金融    ","24,000","0","24,000","0","0","0","2,070,000","554,000","1,516,000","-938,000",
="0050","元大台灣50      ","3,036,000","1,624,000","1,412,000","0","0","0","12,121,000","3,958,000","8,163,000","-2,793,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
