"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數","自營商賣出股數","三大法人買賣超股數",
="0050","元大台灣50      ","1,298,000","434,000","864,000","117,000","0","117,000","7,471,000","4,941,000","2,530,000","3,392,000",
="0061","元大寶滬深      ","10,000","2,988,000","-2,978,000","0","573,000","-573,000","13,277,000","9,406,000","3,871,000","1,984,000",
="006207","FH滬深          ","0","0","0","0","420,000","-420,000","4,289,000","3,202,000","1,087,000","1,695,000",
="006205","富邦上証        ","0","0","0","0","0","0","12,228,000","6,666,000","5,562,000","1,104,000",
="0055","元大MSCI金融    ","10,000","200,000","-190,000","0","0","0","637,000","635,000","2,000","443,000",
="006206","元大上證50      ","57,000","0","57,000","0","0","0","11,427,000","5,871,000","5,556,000","372,000",
="0057","富邦摩台        ","0","200,000","-200,000","0","0","0","385,000","312,000","73,000","39,000",
="0054","元大台商50      ","0","0","0","0","0","0","24,000","22,000","2,000","20,000",
="0059","富邦金融        ","0","0","0","0","0","0","141,000","72,000","69,000","3,000",
="0051","元大中型100     ","1,000","0","1,000","0","0","0","12,000","6,000","6,000","1,000",
="0052","富邦科技        ","0","0","0","0","0","0","1,000","1,000","0","1,000",
="0053","元大電子        ","11,000","0","11,000","0","0","0","20,000","5,000","15,000","1,000",
="0058","富邦發達        ","0","0","0","0","0","0","2,000","0","2,000","-2,000",
="006204","永豐臺灣加權    ","32,000","0","32,000","0","0","0","56,454","11,000","45,454","-2,454",
="0060","新台灣          ","0","0","0","0","0","0","5,000","1,000","4,000","-3,000",
="006203","元大MSCI台灣    ","0","0","0","0","0","0","7,000","1,000","6,000","-5,000",
="006208","富邦台50        ","0","0","0","0","0","0","89,000","36,000","53,000","-17,000",
="0056","元大高股息      ","15,000","0","15,000","0","0","0","451,000","94,000","357,000","-248,000",
"說明:"
"自營商表示證券自營商專戶。"
"投信表示本國投資信託基金。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"外資自營商買賣股數已計入自營商買賣股數，故不納入三大法人買賣股數之合計數計算。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
