"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00632R","元大台灣50反1   ","2,270,000","6,563,000","-4,293,000","0","0","0","0","0","0","23,690,000","6,700,000","4,289,000","2,411,000","26,262,000","4,983,000","21,279,000","19,397,000",
="00683L","元大美元指數正2 ","6,000","0","6,000","0","0","0","0","0","0","1,208,000","123,000","0","123,000","1,085,000","0","1,085,000","1,214,000",
="00676R","富邦臺灣加權反1 ","509,000","271,000","238,000","0","0","0","0","0","0","860,000","0","0","0","1,432,000","572,000","860,000","1,098,000",
="00664R","國泰臺灣加權反1 ","0","41,000","-41,000","0","0","0","0","0","0","990,000","667,000","0","667,000","1,760,000","1,437,000","323,000","949,000",
="00672L","元大S&P原油正2  ","225,000","0","225,000","0","0","0","0","0","0","519,000","65,000","72,000","-7,000","868,000","342,000","526,000","744,000",
="00634R","富邦上証反1     ","140,000","0","140,000","0","0","0","0","0","0","498,000","0","0","0","658,000","160,000","498,000","638,000",
="00682U","元大美元指數    ","16,000","0","16,000","0","0","0","0","0","0","411,000","0","0","0","502,000","91,000","411,000","427,000",
="00642U","元大S&P石油     ","45,000","0","45,000","0","0","0","0","0","0","338,000","0","0","0","365,000","27,000","338,000","383,000",
="00670L","富邦NASDAQ正2   ","6,000","0","6,000","0","0","0","0","0","0","362,000","0","0","0","366,000","4,000","362,000","368,000",
="00640L","富邦日本正2     ","21,000","0","21,000","0","0","0","0","0","0","273,000","0","0","0","483,000","210,000","273,000","294,000",
="006207","FH滬深          ","0","0","0","0","0","0","0","0","0","260,000","0","30,000","-30,000","458,000","168,000","290,000","260,000",
="00693U","華頓S&P黃豆     ","0","0","0","0","0","0","0","0","0","164,000","0","0","0","169,000","5,000","164,000","164,000",
="00638R","元大滬深300反1  ","0","0","0","0","0","0","0","0","0","152,000","0","0","0","164,000","12,000","152,000","152,000",
="00653L","富邦印度正2     ","0","0","0","0","0","0","0","0","0","148,000","0","0","0","148,000","0","148,000","148,000",
="00728","第一金工業30    ","0","0","0","0","0","0","0","0","0","135,000","0","0","0","468,000","333,000","135,000","135,000",
="00729R","第一金工業30反1 ","0","0","0","0","0","0","0","0","0","116,000","0","0","0","481,000","365,000","116,000","116,000",
="00651R","FH香港反1       ","0","0","0","0","0","0","0","0","0","106,000","0","0","0","108,000","2,000","106,000","106,000",
="00660","元大歐洲50      ","83,000","0","83,000","0","0","0","0","0","0","6,000","0","0","0","7,000","1,000","6,000","89,000",
="00674R","元大S&P黃金反1  ","0","0","0","0","0","0","0","0","0","68,000","0","0","0","68,000","0","68,000","68,000",
="00648R","元大S&P500反1   ","0","0","0","0","0","0","0","0","0","47,000","0","0","0","197,000","150,000","47,000","47,000",
="00656R","國泰中國A50反1  ","79,000","0","79,000","0","0","0","0","0","0","-38,000","0","0","0","119,000","157,000","-38,000","41,000",
="00668","國泰美國道瓊    ","5,000","1,000","4,000","0","0","0","0","0","0","28,000","0","0","0","28,000","0","28,000","32,000",
="0055","元大MSCI金融    ","0","0","0","0","0","0","0","0","0","21,000","0","0","0","21,000","0","21,000","21,000",
="00652","富邦印度        ","0","0","0","0","0","0","0","0","0","19,000","0","0","0","40,000","21,000","19,000","19,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","0","0","0","16,000","0","0","0","16,000","0","16,000","16,000",
